# scripts/detector-soundness rows — see meta.tsv; columns:
# id	lane	features	expected_status	gc_runs(per GOMAXPROCS)	gc_verdict	machine_members	machine_race_members	machine_verdict	machine_single_run	cell	detail
channels/close-edge/drain-zero-after-close	strict	channels,close,comma_ok,zero_values,len,cap	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/close-edge/recover-negative-make	strict	channels,make,panic,recover,defer	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/close-edge/recover-send-closed	strict	channels,close,panic,recover,defer	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/close-edge/recover-close-closed	strict	channels,close,panic,recover,defer	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/close-edge/recover-close-nil	strict	channels,close,nil,panic,recover,defer	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/close-edge/defer-close	strict	channels,close,defer,comma_ok	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/close-nil-panic	strict	channels,close,nil,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
channels/close-send-only	strict	channels,close,typed,calls	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/comparison/identity	strict	channels,comparisons,identity,nil	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/comparison/directional-equal	strict	channels,comparisons,conversions,typed	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/comparison/chan-of-chan	strict	channels,comparisons,identity,nested	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/comparison/map-key-alias	strict	channels,maps,keys,identity	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/deadlock/send-nil	strict	channels,nil,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
channels/deadlock/recv-nil	strict	channels,nil,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
channels/deadlock/select-empty	strict	channels,select,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
channels/deadlock/select-all-nil	strict	channels,select,nil,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
channels/deadlock/send-unbuffered	strict	channels,make,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
channels/deadlock/recv-empty-open	strict	channels,make,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
channels/deadlock/send-full	strict	channels,make,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
channels/deadlock/range-open-drained	strict	channels,range,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
channels/defer-close-two/first	strict	channels,close,defer	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/defer-close-two/second	strict	channels,close,defer,strings	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/defer-close-two/unrelated	strict	channels,close,defer	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/directional-types	strict	channels,typed,assignment,calls	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-directional	strict	channels,make,typed,len,cap	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-edge/zero-buffer	strict	channels,make,len,cap,zero_values	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-edge/len-expression	strict	channels,make,len,cap,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-edge/negative-buffer-panic	strict	channels,make,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
channels/make-edge/len-cap-directional	strict	channels,len,cap,typed	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-edge/close-does-not-drain	strict	channels,close,len,comma_ok	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-edge/buffered-fifo	strict	channels,make	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-edge/receive-comma-ok-open	strict	channels,comma_ok,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-edge/ordinary-send-eval-order	strict	channels,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-edge/ordinary-receive-eval-order	strict	channels,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/make-edge/close-eval-order	strict	channels,close,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/nil-values	strict	channels,nil,len,cap	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/range-closed	strict	channels,range,close,loops	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/range-edge/break	strict	channels,range,break,close,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/range-edge/no-var	strict	channels,range,close,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-edge/nil-deref-target-recovered	strict	channels,pointers,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-edge/nil-deref-target-drains	strict	channels,pointers,panic,recover,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-edge/oob-target-drains	strict	channels,slices,indexing,panic,recover,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-edge/bad-target-blocks	strict	channels,pointers,deadlock,evaluation_order	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
channels/recv-edge/second-target-panic-stores-first	strict	channels,pointers,multi_assign,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-edge/dep-index-target	strict	channels,slices,indexing,multi_assign,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-edge/nil-index-base-second	strict	channels,pointers,slices,indexing,multi_assign,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-edge/field-second-target-stores-first	strict	channels,pointers,structs,multi_assign,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-edge/oob-second-target-stores-first	strict	channels,slices,indexing,multi_assign,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-edge/chain-field-over-index	strict	channels,slices,structs,indexing,multi_assign,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-map-elem	strict	channels,maps,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-map-elem/key-panic-drains	strict	channels,maps,indexing,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-map-elem/first-store-lands	strict	channels,maps,pointers,multi_assign,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/call-arg	strict	channels,calls,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/return-list	strict	channels,returns,multi_result,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/composite-lit	strict	channels,literals,slices,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/multi-assign	strict	channels,multi_assign,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/binary	strict	channels,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/for-init	strict	channels,loops,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/for-cond	strict	channels,loops,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/else-if	strict	channels,if,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/switch-case	strict	channels,switch,len,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-order/dead-recv-len-operand	strict	channels,interfaces,slices,indexing,len,panic,evaluation_order	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
channels/recv-order/dead-recv-len-embedded	strict	channels,interfaces,structs,embedding,len,panic,evaluation_order	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
channels/recv-short-circuit/and-rhs	strict	channels,bools,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
channels/recv-short-circuit/or-rhs	strict	channels,bools,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
channels/recv-short-circuit/and-rhs-skipped	strict	channels,bools,evaluation_order,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
channels/recv-short-circuit/and-lhs	strict	channels,bools,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-short-circuit/funclit-rhs	strict	channels,bools,closures,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/recv-stmt	strict	channels,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/default-only	strict	channels,select,default	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/closed-buffered-receive	strict	channels,select,close,comma_ok,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/closed-drained-receive	strict	channels,select,close,comma_ok,zero_values	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/closed-receive-declare	strict	channels,select,close,comma_ok,scoping	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/nil-and-ready-receive	strict	channels,select,nil,default	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/nil-and-ready-send	strict	channels,select,nil,default	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/send-closed-panic	strict	channels,select,close,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
channels/select-deterministic/send-rhs-eval-unselected	strict	channels,select,evaluation_order,nil	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/channel-operands-eval-order	strict	channels,select,evaluation_order,nil	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/unselected-receive-lhs-not-eval	strict	channels,select,evaluation_order,assignment	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/selected-receive-lhs-eval	strict	channels,select,evaluation_order,assignment	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-deterministic/send-rhs-panic-before-default	strict	channels,select,evaluation_order,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
channels/select-deterministic/recv-chan-panic-before-default	strict	channels,select,evaluation_order,panic	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
channels/select-empty-receive-default	strict	channels,select,default,make,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-entry-snapshot/send-value-snapshot	strict	channels,select,evaluation_order,nil	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-entry-snapshot/chan-operand-snapshot	strict	channels,select,evaluation_order,close,nil	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-full-send-default	strict	channels,select,default,make,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-multi-ready	strict	channels,select,make,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-multi-ready/observable	membership	channels,select,make,len,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
channels/select-nil-default	strict	channels,select,nil,default	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-ready-receive	strict	channels,select,default,make,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-ready-send	strict	channels,select,default,make,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-recv-edge/dep-index-target	strict	channels,select,slices,indexing,multi_assign,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
channels/select-recv-edge/nil-index-base-second	strict	channels,select,pointers,slices,indexing,multi_assign,panic,recover,evaluation_order	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
