# scripts/detector-soundness rows — see meta.tsv; columns:
# id	lane	features	expected_status	gc_runs(per GOMAXPROCS)	gc_verdict	machine_members	machine_race_members	machine_verdict	machine_single_run	cell	detail
probe/u4kind/rw-rlock-vs-overwrite	probe	sync,rwmutex,goroutines,channels,structs,race	ok	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
probe/u4kind/rw-overwrite-vs-runlock	probe	sync,rwmutex,goroutines,channels,structs,race	ok	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	-	-	ENUM-FAIL:alias-guard probe [2] failed: the probed member's run errored — fatal: sync: RUnlock of unlocked RWMutex. Under a corr	fatal	possible-HOLE	-
probe/u4kind/rw-overwrite-vs-unlock	probe	sync,rwmutex,goroutines,channels,structs,race	ok	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	-	-	ENUM-FAIL:alias-guard probe [2] failed: the probed member's run errored — fatal: sync: Unlock of unlocked RWMutex. Under a corre	fatal	possible-HOLE	-
probe/u4kind/rw-contend	probe	sync,rwmutex,goroutines,channels,structs,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
probe/u4kind/wg-copy-vs-add-from-0	probe	sync,waitgroup,goroutines,channels,structs,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
probe/u4kind/wg-overwrite-vs-add-from-0	probe	sync,waitgroup,goroutines,channels,structs,race	ok	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
probe/u4kind/wg-copy-vs-done	probe	sync,waitgroup,goroutines,channels,structs,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
probe/u4kind/wg-overwrite-vs-done	probe	sync,waitgroup,goroutines,channels,structs,race	ok	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	panic	agree-DRF	-
probe/u4kind/wg-copy-vs-first-wait	probe	sync,waitgroup,goroutines,channels,structs,race	ok	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	2	1	RACE-SOME	race	agree-race	-
probe/u4kind/wg-overwrite-vs-wait-at-0	probe	sync,waitgroup,goroutines,channels,structs,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
probe/u4kind/once-copy-vs-first-do	probe	sync,once,goroutines,channels,structs,closures,race	ok	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
probe/u4kind/once-overwrite-vs-first-do	probe	sync,once,goroutines,channels,structs,closures,race	ok	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
probe/u4kind/once-copy-vs-done-do	probe	sync,once,goroutines,channels,structs,closures,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
probe/u4kind/once-overwrite-vs-done-do	probe	sync,once,goroutines,channels,structs,closures,race	ok	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
probe/u4kind/once-first-do-vs-copy	probe	sync,once,goroutines,channels,structs,closures,race	ok	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
probe/u4kind/once-contend	probe	sync,once,goroutines,channels,structs,closures,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
