# gc draw tables for the membership rows this lane touches (plain/-race alternating, K=32): id, draws, distinct observations drawn, the observation(s)
	{"message":"interface conversion: interface {} is string, not int","output":"","status":"panic"}	plain=16 race=16
builtins/e13-sibling-panic-order/index-composite-lit	draws=32	distinct=1
	{"message":"runtime error: index out of range [9] with length 1","output":"wit 7\n","status":"panic"}	plain=16 race=16
builtins/e13-sibling-panic-order/index-left-call	draws=32	distinct=1
	{"message":"runtime error: index out of range [9] with length 1","output":"wit 5\n","status":"panic"}	plain=16 race=16
builtins/e13-sibling-panic-order/index-left-call-arg-panics	draws=32	distinct=1
	{"message":"runtime error: index out of range [5] with length 2","output":"","status":"panic"}	plain=16 race=16
builtins/e13-sibling-panic-order/index-middle	draws=32	distinct=1
	{"message":"runtime error: index out of range [9] with length 1","output":"wit 1\nwit 2\n","status":"panic"}	plain=16 race=16
builtins/e13-sibling-panic-order/send-chan-index	draws=32	distinct=1
	{"message":"runtime error: index out of range [9] with length 0","output":"wit 7\n","status":"panic"}	plain=16 race=16
builtins/e13-sibling-panic-order/shift-left-call	draws=32	distinct=1
	{"message":"runtime error: negative shift amount","output":"wit 5\n","status":"panic"}	plain=16 race=16
builtins/e13-sibling-panic-order/two-index-left-call	draws=32	distinct=1
	{"message":"runtime error: index out of range [9] with length 1","output":"wit 5\n","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/hint-panicky-between	draws=32	distinct=1
	{"message":"interface conversion: interface {} is string, not int","output":"","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/len-struct-any-key-left-assert	draws=32	distinct=1
	{"message":"interface conversion: interface {} is string, not int","output":"","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/make-chan-cap-panicky-between	draws=32	distinct=1
	{"message":"interface conversion: interface {} is string, not int","output":"","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/make-hint-array-any-key	draws=32	distinct=1
	{"message":"interface conversion: interface {} is string, not int","output":"","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/make-hint-call	draws=32	distinct=1
	{"message":"boom-call","output":"","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/make-hint-generic-any-key	draws=32	distinct=1
	{"message":"interface conversion: interface {} is string, not int","output":"","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/make-hint-struct-any-key	draws=32	distinct=1
	{"message":"interface conversion: interface {} is string, not int","output":"","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/make-index-left	draws=32	distinct=1
	{"message":"runtime error: index out of range [5] with length 2","output":"","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/make-inner-len	draws=32	distinct=1
	{"message":"interface conversion: interface {} is string, not int","output":"","status":"panic"}	plain=16 race=16
builtins/len-vs-call-order/make-slice-panicky-between	draws=32	distinct=1
	{"message":"interface conversion: interface {} is string, not int","output":"","status":"panic"}	plain=16 race=16
