
# e13-b RE-AUDIT fix round focused run (scripts/capped scripts/diff-one over the 94-row E13 family: builtins/e13-sibling-panic-order/* (61), builtins/len-vs-call-order/* (31), binop-order/operand-panic-vs-call/{call-before-left,call-before-left-div}) at the re-audit fix round's final code tip — result / id / features / stage / detail. 84 PASS (56 membership, 28 strict) / 10 FAIL (6 BUG-102 designed reds, 2 BUG-104 red-first, 2 BUG-101 red-first).
result	id	features	stage	detail
PASS	builtins/e13-sibling-panic-order/assert-left-copy	interfaces,type_assertions,copy,slices,slicing,indexing,panic,evaluation_order,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-left-copy)
PASS	builtins/e13-sibling-panic-order/assert-vs-mutating-call	interfaces,type_assertions,calls,closures,panic,evaluation_order,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-vs-mutating-call)
PASS	builtins/e13-sibling-panic-order/iface-cmp-left-call	interfaces,comparisons,comparability,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/iface-cmp-left-call)
PASS	builtins/e13-sibling-panic-order/index-left-call	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-left-call)
PASS	builtins/e13-sibling-panic-order/index-middle	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-middle)
PASS	builtins/e13-sibling-panic-order/index-arg-sibling	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-arg-sibling)
PASS	builtins/e13-sibling-panic-order/index-composite-lit	slices,indexing,calls,panic,evaluation_order,print,literals,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-composite-lit)
PASS	builtins/e13-sibling-panic-order/send-chan-index	channels,slices,indexing,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/send-chan-index)
PASS	builtins/e13-sibling-panic-order/deref-left-call	pointers,nil,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/deref-left-call)
PASS	builtins/e13-sibling-panic-order/div-left-call	division,ints,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/div-left-call)
PASS	builtins/e13-sibling-panic-order/shift-left-call	shifts,ints,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/shift-left-call)
PASS	builtins/e13-sibling-panic-order/conv-left-call	conversions,slices,arrays,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/conv-left-call)
PASS	builtins/e13-sibling-panic-order/two-index-left-call	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	enumerated=3 exhibited=1 draws=32 (K=32; pin members=3 NOT reached — 1 distinct drawn) unexhibited=2 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/two-index-left-call)
PASS	builtins/e13-sibling-panic-order/index-assert-left-call	slices,indexing,interfaces,type_assertions,calls,panic,evaluation_order,print,nondet	membership	enumerated=3 exhibited=1 draws=32 (K=32; pin members=3 NOT reached — 1 distinct drawn) unexhibited=2 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-assert-left-call)
PASS	builtins/e13-sibling-panic-order/index-left-call-arg-panics	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-left-call-arg-panics)
PASS	builtins/e13-sibling-panic-order/deref-left-index-arg-call	pointers,nil,slices,indexing,calls,panic,evaluation_order,print,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/deref-left-index-arg-call)
PASS	builtins/e13-sibling-panic-order/forced-arg-only	slices,indexing,calls,panic,evaluation_order,print	-	wide=0 exhausted=none depth=fixed
PASS	builtins/e13-sibling-panic-order/assert-right-call	interfaces,type_assertions,calls,panic,evaluation_order,print	-	wide=0 exhausted=none depth=fixed
PASS	builtins/e13-sibling-panic-order/assert-left-min-inline	interfaces,type_assertions,min,builtins,slices,indexing,panic,evaluation_order	-	wide=0 exhausted=none depth=fixed
PASS	builtins/e13-sibling-panic-order/slice-left-len-call	slices,slicing,len,calls,panic,evaluation_order,print	-	wide=0 exhausted=none depth=fixed
PASS	builtins/e13-sibling-panic-order/assert-left-recv-w	interfaces,type_assertions,channels,recover,defer,evaluation_order,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-left-recv-w)
PASS	builtins/e13-sibling-panic-order/tgt-assert-vs-len-hoist	slices,indexing,len,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/tgt-assert-vs-len-hoist)
PASS	builtins/e13-sibling-panic-order/tgt-assert-vs-make	slices,indexing,len,make,panic,evaluation_order,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/tgt-assert-vs-make)
PASS	builtins/e13-sibling-panic-order/compound-assert-vs-len	slices,indexing,len,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/compound-assert-vs-len)
PASS	builtins/e13-sibling-panic-order/map-key-assert-vs-len	maps,slices,indexing,len,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/map-key-assert-vs-len)
PASS	builtins/e13-sibling-panic-order/recover-assert-vs-len	slices,indexing,len,calls,panic,recover,defer,evaluation_order,print,interfaces,type_assertions	-	wide=0 exhausted=none depth=fixed
PASS	builtins/e13-sibling-panic-order/bytes-conv-left-len-hoist	slices,indexing,len,calls,panic,evaluation_order,print,conversions,strings,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/bytes-conv-left-len-hoist)
PASS	builtins/e13-sibling-panic-order/addr-index-left-len-hoist	slices,indexing,len,calls,panic,evaluation_order,print,pointers,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/addr-index-left-len-hoist)
PASS	builtins/e13-sibling-panic-order/tgt-assert-vs-call	slices,indexing,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/tgt-assert-vs-call)
PASS	builtins/e13-sibling-panic-order/map-tgt-assert-vs-call	maps,indexing,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/map-tgt-assert-vs-call)
PASS	builtins/e13-sibling-panic-order/tgt-assert-vs-min-call	slices,indexing,min,builtins,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/tgt-assert-vs-min-call)
PASS	builtins/e13-sibling-panic-order/tgt-assert-vs-copy-call	slices,indexing,copy,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/tgt-assert-vs-copy-call)
PASS	builtins/e13-sibling-panic-order/tgt-assert-vs-append	slices,indexing,len,append,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/tgt-assert-vs-append)
PASS	builtins/e13-sibling-panic-order/tgt-assert-vs-recv-w	slices,indexing,channels,recover,defer,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/tgt-assert-vs-recv-w)
PASS	builtins/e13-sibling-panic-order/addr-assert-left-call	slices,indexing,calls,panic,evaluation_order,print,pointers,interfaces,type_assertions,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/addr-assert-left-call)
PASS	builtins/e13-sibling-panic-order/compound-index-vs-len	slices,indexing,len,calls,panic,evaluation_order,print,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/compound-index-vs-len)
PASS	builtins/e13-sibling-panic-order/array-base-target-vs-len	arrays,indexing,len,calls,panic,evaluation_order,print,assignment,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/array-base-target-vs-len)
PASS	builtins/e13-sibling-panic-order/recover-assert-vs-call-w	recover,defer,panic,calls,evaluation_order,print,interfaces,type_assertions,closures,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/recover-assert-vs-call-w)
PASS	builtins/e13-sibling-panic-order/map-lit-payload-vs-call	maps,slices,indexing,calls,panic,evaluation_order,print,literals	-	wide=0 exhausted=none depth=fixed
PASS	builtins/e13-sibling-panic-order/composite-ptr-in-arg-then-call	slices,indexing,calls,panic,evaluation_order,print,literals,pointers,structs	-	wide=0 exhausted=none depth=fixed
FAIL	builtins/e13-sibling-panic-order/composite-ptr-payload-vs-call	slices,indexing,calls,panic,evaluation_order,print,literals,pointers,structs	frontend-export	{"message":"frontend-quarantined: structural allocation (&composite literal) with a potentially-panicking payload (a probed operand in the payload) followed by an ordered call/receive in the same statement — the allocation hoists to its lexical position and evaluates its payload there, ahead of the later event, where gc evaluates the payload in the residual after the call; spec#Order_of_evaluation forces neither order and the machine realizes only one; refused by name (structural-allocation class, E13 (b) residual; e13-b audit fix round R2)","output":"","schema":"golean-observation-v1","status":"unsupported"}
FAIL	builtins/e13-sibling-panic-order/slice-lit-payload-vs-call	slices,indexing,calls,panic,evaluation_order,print,literals	frontend-export	{"message":"frontend-quarantined: structural allocation (slice literal) with a potentially-panicking payload (a probed operand in the payload) followed by an ordered call/receive in the same statement — the allocation hoists to its lexical position and evaluates its payload there, ahead of the later event, where gc evaluates the payload in the residual after the call; spec#Order_of_evaluation forces neither order and the machine realizes only one; refused by name (structural-allocation class, E13 (b) residual; e13-b audit fix round R2)","output":"","schema":"golean-observation-v1","status":"unsupported"}
FAIL	builtins/e13-sibling-panic-order/composite-ptr-payload-vs-call-printroot	slices,indexing,calls,panic,evaluation_order,print,literals,pointers,structs	frontend-export	{"message":"frontend-quarantined: structural allocation (&composite literal) with a potentially-panicking payload (a probed operand in the payload) followed by an ordered call/receive in the same statement — the allocation hoists to its lexical position and evaluates its payload there, ahead of the later event, where gc evaluates the payload in the residual after the call; spec#Order_of_evaluation forces neither order and the machine realizes only one; refused by name (structural-allocation class, E13 (b) residual; e13-b audit fix round R2)","output":"","schema":"golean-observation-v1","status":"unsupported"}
FAIL	builtins/e13-sibling-panic-order/slice-lit-payload-vs-call-sinkroot	slices,indexing,calls,panic,evaluation_order,print,literals	frontend-export	{"message":"frontend-quarantined: structural allocation (slice literal) with a potentially-panicking payload (a probed operand in the payload) followed by an ordered call/receive in the same statement — the allocation hoists to its lexical position and evaluates its payload there, ahead of the later event, where gc evaluates the payload in the residual after the call; spec#Order_of_evaluation forces neither order and the machine realizes only one; refused by name (structural-allocation class, E13 (b) residual; e13-b audit fix round R2)","output":"","schema":"golean-observation-v1","status":"unsupported"}
FAIL	builtins/e13-sibling-panic-order/slice-lit-payload-vs-recv	slices,indexing,channels,panic,evaluation_order,literals	frontend-export	{"message":"frontend-quarantined: structural allocation (slice literal) with a potentially-panicking payload (a probed operand in the payload) followed by an ordered call/receive in the same statement — the allocation hoists to its lexical position and evaluates its payload there, ahead of the later event, where gc evaluates the payload in the residual after the call; spec#Order_of_evaluation forces neither order and the machine realizes only one; refused by name (structural-allocation class, E13 (b) residual; e13-b audit fix round R2)","output":"","schema":"golean-observation-v1","status":"unsupported"}
PASS	builtins/e13-sibling-panic-order/bytes-conv-payload-vs-call	slices,slicing,indexing,calls,panic,evaluation_order,print,conversions,strings,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/bytes-conv-payload-vs-call)
FAIL	builtins/e13-sibling-panic-order/compound-call-target-vs-len	slices,indexing,len,calls,panic,evaluation_order,print,assignment	frontend-export	{"message":"frontend-quarantined: len of a potentially-panicking operand hoisted past UNPROBED panicky material to its left (index expression at main.go:539:2) with a later ordered call/receive in the same statement — the left material sits where the E13 (b) envelope emits no unseq-probe (an assignment/IncDec/compound target, an address-of or receiver operand, or an operand containing recover() or an allocating conversion), so the hoist would realize only the events-first panic order where spec#Order_of_evaluation fixes none; refused by name (narrowed A6 guard, BUG-032/BUG-083; E13 (b) boundary, e13-b audit fix round R1)","output":"","schema":"golean-observation-v1","status":"unsupported"}
FAIL	builtins/e13-sibling-panic-order/compound-call-target-vs-call	slices,indexing,calls,panic,evaluation_order,print,assignment	differential	Lean={"message":"runtime error: index out of range [9] with length 1","output":"f\n","schema":"golean-observation-v1","status":"panic"} Go={"output":"f\nwit 5\n","message":"runtime error: index out of range [9] with length 1","schema":"golean-observation-v1","status":"panic"} left:  {"message":"runtime error: index out of range [9] with length 1","output":"f\n","schema":"golean-observation-v1","status":"panic"}\nright: {"message":"runtime error: index out of range [9] with length 1","output":"f\nwit 5\n","schema":"golean-observation-v1","status":"panic"}
FAIL	builtins/e13-sibling-panic-order/map-compound-index-key-vs-call	maps,slices,indexing,calls,panic,evaluation_order,print,assignment	differential	Lean={"message":"runtime error: index out of range [5] with length 1","output":"","schema":"golean-observation-v1","status":"panic"} Go={"output":"wit 5\n","message":"runtime error: index out of range [5] with length 1","schema":"golean-observation-v1","status":"panic"} left:  {"message":"runtime error: index out of range [5] with length 1","output":"","schema":"golean-observation-v1","status":"panic"}\nright: {"message":"runtime error: index out of range [5] with length 1","output":"wit 5\n","schema":"golean-observation-v1","status":"panic"}
FAIL	builtins/e13-sibling-panic-order/assert-ok-early-len-hoist	interfaces,type_assertions,len,slicing,calls,closures,evaluation_order,print	lean-observation	expected status ok, got {"message":"interface conversion: interface {} is string, not int","output":"mut\n","schema":"golean-observation-v1","status":"panic"}
FAIL	builtins/e13-sibling-panic-order/slice-value-early-len-hoist	slices,slicing,indexing,len,calls,closures,evaluation_order,print	differential	Lean={"output":"mut\n","schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":22}]} Go={"output":"mut\n","schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]} left:  {"output":"mut\n","schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":22}]}\nright: {"output":"mut\n","schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
PASS	builtins/len-vs-call-order/chan	channels,len,evaluation_order,calls	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/slice	slices,len,evaluation_order,calls,append	-	wide=1 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/recv-bearing	channels,len,evaluation_order,calls	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/short-circuit	channels,len,evaluation_order,calls,bools	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/short-circuit-skipped	channels,len,evaluation_order,calls,bools	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/panicky-before-call	slices,len,evaluation_order,calls,panic,recover,indexing	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/panicky-between	slices,len,evaluation_order,calls,panic,recover,indexing,interfaces,type_assertions	-	wide=1 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/hint-panicky-between	maps,make,len,evaluation_order,panic,indexing,interfaces,type_assertions,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/hint-panicky-between)
PASS	builtins/len-vs-call-order/make-slice-panicky-between	slices,make,len,evaluation_order,panic,indexing,interfaces,type_assertions,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-slice-panicky-between)
PASS	builtins/len-vs-call-order/make-chan-cap-panicky-between	channels,make,cap,evaluation_order,panic,indexing,interfaces,type_assertions,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-chan-cap-panicky-between)
PASS	builtins/len-vs-call-order/make-index-left	maps,make,len,evaluation_order,panic,indexing,slices,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-index-left)
PASS	builtins/len-vs-call-order/make-inner-len	slices,make,len,evaluation_order,panic,indexing,interfaces,type_assertions,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-inner-len)
PASS	builtins/len-vs-call-order/make-hint-panic-free	maps,make,len,evaluation_order,panic,interfaces,type_assertions	-	wide=1 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/make-hint-call	maps,make,len,evaluation_order,panic,calls,indexing,slices,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-hint-call)
PASS	builtins/len-vs-call-order/make-hint-map-read	maps,make,len,evaluation_order,panic,interfaces,type_assertions,indexing	-	wide=1 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/len-nil-only-none	pointers,structs,len,evaluation_order,calls,bools,nil	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/len-nil-only-left	pointers,structs,len,evaluation_order,calls,bools,nil,panic	-	wide=1 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/len-nil-only-operand	pointers,structs,len,evaluation_order,calls,bools,nil,panic	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/len-nil-only-both	pointers,structs,len,evaluation_order,calls,bools,nil,panic	-	wide=1 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/make-nil-only-none	pointers,structs,make,len,evaluation_order,slices,nil	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/make-nil-only-left	pointers,structs,make,len,evaluation_order,slices,nil,panic	-	wide=1 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/make-nil-only-operand	pointers,structs,make,len,evaluation_order,slices,nil,panic	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/make-nil-only-both	pointers,structs,make,len,evaluation_order,slices,nil,panic	-	wide=1 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/lexer-idiom	pointers,structs,methods,len,evaluation_order,calls,bools,loops,slices	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/len-assert-vs-nil-operand	pointers,structs,len,evaluation_order,calls,panic,interfaces,type_assertions	-	wide=1 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/len-nil-left-vs-index-operand	pointers,structs,len,evaluation_order,calls,panic,indexing,slices	-	wide=0 exhausted=none depth=fixed
PASS	builtins/len-vs-call-order/make-hint-struct-any-key	maps,make,len,evaluation_order,panic,interfaces,type_assertions,indexing,structs,comparability,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-hint-struct-any-key)
PASS	builtins/len-vs-call-order/make-hint-array-any-key	maps,make,len,evaluation_order,panic,interfaces,type_assertions,indexing,arrays,comparability,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-hint-array-any-key)
