multipkg/mini-raft-twin/perturb-rev	5,5,5,5,5,5,5,5	ok	21	21	8	13	appendSpill=21	ok
multipkg/mini-raft-twin/perturb-rev	seeded1/len256	ok	20	20	-	0	appendSpill=20	ok
multipkg/mini-raft-twin/perturb-rev	seeded2/len256	ok	20	20	-	0	appendSpill=20	ok
multipkg/mini-raft-twin/perturb-rev	seeded3/len256	ok	21	21	-	0	appendSpill=21	ok
multipkg/mini-raft-twin/starve-node	default	ok	23	23	0	23	appendSpill=23	ok
multipkg/mini-raft-twin/starve-node	9,8,7,6,5,4,3,2,1,0	ok	21	21	10	11	appendSpill=21	ok
multipkg/mini-raft-twin/starve-node	1,3,5,7,9,2,4,6,8,0	ok	21	21	10	11	appendSpill=21	ok
multipkg/mini-raft-twin/starve-node	5,5,5,5,5,5,5,5	ok	21	21	8	13	appendSpill=21	ok
multipkg/mini-raft-twin/starve-node	seeded1/len256	ok	20	20	-	0	appendSpill=20	ok
multipkg/mini-raft-twin/starve-node	seeded2/len256	ok	20	20	-	0	appendSpill=20	ok
multipkg/mini-raft-twin/starve-node	seeded3/len256	ok	22	22	-	0	appendSpill=22	ok
strconv/format-parse/format-int-vals	default	ok	22	22	0	22	appendSpill=22	ok
strconv/format-parse/format-int-vals	9,8,7,6,5,4,3,2,1,0	ok	22	22	10	12	appendSpill=22	ok
strconv/format-parse/format-int-vals	1,3,5,7,9,2,4,6,8,0	ok	22	22	10	12	appendSpill=22	ok
strconv/format-parse/format-int-vals	5,5,5,5,5,5,5,5	ok	22	22	8	14	appendSpill=22	ok
strconv/format-parse/format-int-vals	seeded1/len256	ok	22	22	-	0	appendSpill=22	ok
strconv/format-parse/format-int-vals	seeded2/len256	ok	22	22	-	0	appendSpill=22	ok
strconv/format-parse/format-int-vals	seeded3/len256	ok	22	22	-	0	appendSpill=22	ok
strconv/format-parse/format-uint-bases	default	ok	29	29	0	29	appendSpill=29	ok
strconv/format-parse/format-uint-bases	9,8,7,6,5,4,3,2,1,0	ok	29	29	10	19	appendSpill=29	ok
strconv/format-parse/format-uint-bases	1,3,5,7,9,2,4,6,8,0	ok	29	29	10	19	appendSpill=29	ok
strconv/format-parse/format-uint-bases	5,5,5,5,5,5,5,5	ok	29	29	8	21	appendSpill=29	ok
strconv/format-parse/format-uint-bases	seeded1/len256	ok	29	29	-	0	appendSpill=29	ok
strconv/format-parse/format-uint-bases	seeded2/len256	ok	29	29	-	0	appendSpill=29	ok
strconv/format-parse/format-uint-bases	seeded3/len256	ok	29	29	-	0	appendSpill=29	ok
strconv/format-parse/parse-uint-errors	default	ok	33	33	0	33	appendSpill=33	ok
strconv/format-parse/parse-uint-errors	9,8,7,6,5,4,3,2,1,0	ok	28	28	10	18	appendSpill=28	ok
strconv/format-parse/parse-uint-errors	1,3,5,7,9,2,4,6,8,0	ok	29	29	10	19	appendSpill=29	ok
strconv/format-parse/parse-uint-errors	5,5,5,5,5,5,5,5	ok	29	29	8	21	appendSpill=29	ok
strconv/format-parse/parse-uint-errors	seeded1/len256	ok	27	27	-	0	appendSpill=27	ok
strconv/format-parse/parse-uint-errors	seeded2/len256	ok	27	27	-	0	appendSpill=27	ok
strconv/format-parse/parse-uint-errors	seeded3/len256	ok	25	25	-	0	appendSpill=25	ok
strconv/format-parse/parse-uint-range-value	default	ok	66	66	0	66	appendSpill=66	ok
strconv/format-parse/parse-uint-range-value	9,8,7,6,5,4,3,2,1,0	ok	57	57	10	47	appendSpill=57	ok
strconv/format-parse/parse-uint-range-value	1,3,5,7,9,2,4,6,8,0	ok	58	58	10	48	appendSpill=58	ok
strconv/format-parse/parse-uint-range-value	5,5,5,5,5,5,5,5	ok	58	58	8	50	appendSpill=58	ok
strconv/format-parse/parse-uint-range-value	seeded1/len256	ok	57	57	-	0	appendSpill=57	ok
strconv/format-parse/parse-uint-range-value	seeded2/len256	ok	55	55	-	0	appendSpill=55	ok
strconv/format-parse/parse-uint-range-value	seeded3/len256	ok	56	56	-	0	appendSpill=56	ok
spec-examples-stmt/prime-sieve/five	default	ok	187	187	0	187	l1Sched=105;l5ExitWindow=1;postOp=33;backEdge=48	ok
spec-examples-stmt/prime-sieve/five	9,8,7,6,5,4,3,2,1,0	ok	188	188	10	178	l1Sched=106;l5ExitWindow=1;postOp=33;backEdge=48	ok
spec-examples-stmt/prime-sieve/five	1,3,5,7,9,2,4,6,8,0	ok	187	187	10	177	l1Sched=105;l5ExitWindow=1;postOp=33;backEdge=48	ok
spec-examples-stmt/prime-sieve/five	5,5,5,5,5,5,5,5	ok	188	188	8	180	l1Sched=106;l5ExitWindow=1;postOp=33;backEdge=48	ok
spec-examples-stmt/prime-sieve/five	seeded1/len2048	ok	145	145	-	0	l1Sched=83;l5ExitWindow=3;postOp=24;backEdge=35	ok
spec-examples-stmt/prime-sieve/five	seeded2/len2048	ok	140	140	-	0	l1Sched=82;l5ExitWindow=1;postOp=23;backEdge=34	ok
spec-examples-stmt/prime-sieve/five	seeded3/len2048	ok	147	147	-	0	l1Sched=84;l5ExitWindow=1;postOp=26;backEdge=36	ok
spec-examples-stmt/prime-sieve/eight	default	ok	521	521	0	521	l1Sched=294;l5ExitWindow=1;postOp=95;backEdge=131	ok
spec-examples-stmt/prime-sieve/eight	9,8,7,6,5,4,3,2,1,0	ok	522	522	10	512	l1Sched=295;l5ExitWindow=1;postOp=95;backEdge=131	ok
spec-examples-stmt/prime-sieve/eight	1,3,5,7,9,2,4,6,8,0	ok	521	521	10	511	l1Sched=294;l5ExitWindow=1;postOp=95;backEdge=131	ok
spec-examples-stmt/prime-sieve/eight	5,5,5,5,5,5,5,5	ok	522	522	8	514	l1Sched=295;l5ExitWindow=1;postOp=95;backEdge=131	ok
spec-examples-stmt/prime-sieve/eight	seeded1/len2048	ok	312	312	-	0	l1Sched=182;l5ExitWindow=1;postOp=54;backEdge=75	ok
spec-examples-stmt/prime-sieve/eight	seeded2/len2048	ok	305	305	-	0	l1Sched=178;l5ExitWindow=3;postOp=52;backEdge=72	ok
spec-examples-stmt/prime-sieve/eight	seeded3/len2048	ok	295	295	-	0	l1Sched=173;l5ExitWindow=1;postOp=51;backEdge=70	ok
goroutines/worker-pool/shared-feed	default	ok	32	32	0	32	l1Sched=15;postOp=9;backEdge=8	ok
goroutines/worker-pool/shared-feed	9,8,7,6,5,4,3,2,1,0	ok	33	33	10	23	l1Sched=16;postOp=9;backEdge=8	ok
goroutines/worker-pool/shared-feed	1,3,5,7,9,2,4,6,8,0	ok	33	33	10	23	l1Sched=16;postOp=9;backEdge=8	ok
goroutines/worker-pool/shared-feed	5,5,5,5,5,5,5,5	ok	32	32	8	24	l1Sched=15;postOp=9;backEdge=8	ok
goroutines/worker-pool/shared-feed	seeded1/len256	ok	35	35	-	0	l1Sched=17;postOp=10;backEdge=8	ok
goroutines/worker-pool/shared-feed	seeded2/len256	ok	36	36	-	0	l1Sched=17;l5ExitWindow=1;postOp=10;backEdge=8	ok
goroutines/worker-pool/shared-feed	seeded3/len256	ok	36	36	-	0	l1Sched=16;l5ExitWindow=1;postOp=11;backEdge=8	ok
sync/waitgroup-workers-join/workers-join	default	ok	28	28	0	28	l1Sched=16;postOp=9;backEdge=3	ok
sync/waitgroup-workers-join/workers-join	9,8,7,6,5,4,3,2,1,0	ok	24	24	10	14	l1Sched=13;postOp=8;backEdge=3	ok
sync/waitgroup-workers-join/workers-join	1,3,5,7,9,2,4,6,8,0	ok	28	28	10	18	l1Sched=16;postOp=9;backEdge=3	ok
sync/waitgroup-workers-join/workers-join	5,5,5,5,5,5,5,5	ok	25	25	8	17	l1Sched=14;postOp=8;backEdge=3	ok
sync/waitgroup-workers-join/workers-join	seeded1/len256	ok	30	30	-	0	l1Sched=17;postOp=10;backEdge=3	ok
sync/waitgroup-workers-join/workers-join	seeded2/len256	ok	29	29	-	0	l1Sched=16;postOp=10;backEdge=3	ok
sync/waitgroup-workers-join/workers-join	seeded3/len256	ok	30	30	-	0	l1Sched=17;postOp=10;backEdge=3	ok
imported-goose/channel/parallel-search-replace/search-replace	default	ok	42	42	0	42	l1Sched=22;l5ExitWindow=1;postOp=5;backEdge=14	ok
imported-goose/channel/parallel-search-replace/search-replace	9,8,7,6,5,4,3,2,1,0	ok	43	43	10	33	l4Waiter=1;l1Sched=23;l5ExitWindow=1;postOp=4;backEdge=14	ok
imported-goose/channel/parallel-search-replace/search-replace	1,3,5,7,9,2,4,6,8,0	ok	41	41	10	31	l4Waiter=1;l1Sched=23;l5ExitWindow=1;postOp=4;backEdge=12	ok
imported-goose/channel/parallel-search-replace/search-replace	5,5,5,5,5,5,5,5	ok	37	37	8	29	l4Waiter=1;l1Sched=21;l5ExitWindow=1;postOp=4;backEdge=10	ok
imported-goose/channel/parallel-search-replace/search-replace	seeded1/len256	ok	41	41	-	0	l4Waiter=1;l1Sched=27;l5ExitWindow=1;postOp=4;backEdge=8	ok
imported-goose/channel/parallel-search-replace/search-replace	seeded2/len256	ok	39	39	-	0	l4Waiter=1;l1Sched=22;l5ExitWindow=3;postOp=3;backEdge=10	ok
imported-goose/channel/parallel-search-replace/search-replace	seeded3/len256	ok	50	50	-	0	l4Waiter=1;l1Sched=29;l5ExitWindow=3;postOp=4;backEdge=13	ok
fmt/sprintf-verbs/d-int	default	ok	10	10	0	10	appendSpill=10	ok
fmt/sprintf-verbs/d-int	9,8,7,6,5,4,3,2,1,0	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-int	1,3,5,7,9,2,4,6,8,0	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-int	5,5,5,5,5,5,5,5	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-int	seeded1/len256	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-int	seeded2/len256	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-int	seeded3/len256	ok	8	8	-	0	appendSpill=8	ok
fmt/sprintf-verbs/d-uint	default	ok	10	10	0	10	appendSpill=10	ok
fmt/sprintf-verbs/d-uint	9,8,7,6,5,4,3,2,1,0	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-uint	1,3,5,7,9,2,4,6,8,0	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-uint	5,5,5,5,5,5,5,5	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-uint	seeded1/len256	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-uint	seeded2/len256	ok	6	6	-	0	appendSpill=6	ok
fmt/sprintf-verbs/d-uint	seeded3/len256	ok	8	8	-	0	appendSpill=8	ok
spec-examples-stmt/go-statements/named-call	default	ok	3	3	0	3	l1Sched=2;postOp=1	ok
spec-examples-stmt/go-statements/named-call	9,8,7,6,5,4,3,2,1,0	ok	6	6	-	0	l1Sched=3;l5ExitWindow=2;postOp=1	ok
spec-examples-stmt/go-statements/named-call	1,3,5,7,9,2,4,6,8,0	ok	3	3	-	0	l1Sched=2;postOp=1	ok
spec-examples-stmt/go-statements/named-call	5,5,5,5,5,5,5,5	ok	3	3	-	0	l1Sched=2;postOp=1	ok
spec-examples-stmt/go-statements/named-call	seeded1/len256	ok	6	6	-	0	l1Sched=2;l5ExitWindow=3;postOp=1	ok
spec-examples-stmt/go-statements/named-call	seeded2/len256	ok	6	6	-	0	l1Sched=3;l5ExitWindow=2;postOp=1	ok
spec-examples-stmt/go-statements/named-call	seeded3/len256	ok	3	3	-	0	l1Sched=2;postOp=1	ok
