# spec-archaeology census: doc/go_spec.html
# regenerated by scripts/mine-spec-archaeology from deps/go @ c19862e5f841
# rows: 926 commits (full --follow history at the pin)
# anchors are mapped against EACH COMMIT'S OWN file version
date	sha	issues	anchors	subject
2008-03-04	73823d236a06	-	(pre-anchor-era)	- added new, revised spec - updated todo
2008-03-05	28590a0abb2b	-	(pre-anchor-era)	- updated docs
2008-03-06	194ed070de81	-	(pre-anchor-era)	fix a few nits in the typography so HTML is right
2008-03-06	1cf631b4c75e	-	(pre-anchor-era)	- added missing ''''s
2008-03-06	250767174b35	-	(pre-anchor-era)	add HTML formatting; use 	/home/sanjay/bin/makehtml --mode=document go_lang.txt to generate the html output.
2008-03-06	5009237adbac	-	(pre-anchor-era)	- fixed a couple of grammar errors
2008-03-06	b1d991d6fd15	-	(pre-anchor-era)	- more grammar fixes
2008-03-06	bbced0249065	-	(pre-anchor-era)	- updated docs
2008-03-06	e6626dafa8de	-	(pre-anchor-era)	- get rid of Designator terminology
2008-03-06	f27e5df49c0f	-	(pre-anchor-era)	- fixed double-definition of StructType
2008-03-07	2aae3fcbafb3	-	(pre-anchor-era)	fix grammar for struct and interface types to make final semicolon optional
2008-03-10	8b212f67ffd6	-	(pre-anchor-era)	- attemp to correct statement syntax - introduced FieldDeclList and MethodDeclList   in consistency with other lists - made labels declarations
2008-03-11	0d1e90be1723	-	(pre-anchor-era)	- added 'nil' keyword to lang doc   (did not add 'true' and 'false' because I think these don't need to be   keywords, they can be recreated from whole cloth) - added 'new' syntax to expressions   (this is needed because of the type as 1st argument - the expression   list is probably not yet implemented, but I think we may want it   eventually) - removed optional ';'s in sieve example - make it more concise - fixed several bugs in go.atg, no parses sieve - added sieve as test case
2008-03-11	213702a3e63c	-	(pre-anchor-era)	- removed CompoundStat in favor of Block
2008-03-11	78e4320fdc3e	-	(pre-anchor-era)	- changed if/switch initial stat syntax to match go compiler and make   it consistent - changed declaration syntax to match go compiler
2008-03-11	7acb294d5801	-	(pre-anchor-era)	- replaced 's in productions everywhere with "s (we were inconsistent in   some places) - removed extra []'s around switch decl/tag expression - not needed
2008-03-11	8152cb8a712a	-	(pre-anchor-era)	examples contradicted text: '\octal' and '\hex' are fixed size
2008-03-12	e31ee76dcb5a	-	(pre-anchor-era)	- fixed typo in go_lang.txt - changed go.atg to make optional semicolons work for statements - expanded a test case
2008-03-16	65348a89b806	-	(pre-anchor-era)	SVN=112717
2008-03-17	e4ca60eca70e	-	(pre-anchor-era)	change Main, Init to lower case. make new() take an optional expression, not expression list. add an example for new().
2008-03-19	6caad961fe65	-	(pre-anchor-era)	- added extra escaped chars
2008-03-25	67aafa6f5718	-	(pre-anchor-era)	update document.  todo still: array and map literals; syntax for basic literals.
2008-03-27	4c483aa159ce	-	(pre-anchor-era)	Explain goto constraints. Add description of 'any'. Simplify and complete syntax for literals.
2008-03-27	8c1408dd8e22	-	(pre-anchor-era)	Add select statement
2008-03-27	e118551c29bb	-	(pre-anchor-era)	Fix date stamp
2008-03-27	e311457488b7	-	(pre-anchor-era)	add script to generate .html from .txt
2008-04-17	75bbce9e845c	-	(pre-anchor-era)	- added language to document .() notation - propose change to char/string productions: I find this easier to read
2008-04-17	a0d5d8089a95	-	(pre-anchor-era)	Added discussion of new, nil, and initialization.
2008-04-18	1265a0c22d7b	-	(pre-anchor-era)	- essentially reverted my change of yesterday with respect to char/string syntax - fixed indentation in many places - fixed a couple of typos
2008-04-27	f53db3eaa9d5	-	(pre-anchor-era)	Add description of type conversions.
2008-04-28	c1aba4119469	-	(pre-anchor-era)	fix description of iota to reflect reality.
2008-04-29	50cea7038bef	-	(pre-anchor-era)	- Added section on type equivalence - Changed signature syntax: parameter names are always mandatory - Minor white-space cosmetic changes
2008-05-01	1975ff8b4410	-	(pre-anchor-era)	- completed syntax for import declarations - fixed a typo
2008-05-01	38c083c1ca66	-	(pre-anchor-era)	Require names for return values for functions with complex return types.
2008-05-01	5e391cff2cec	-	(pre-anchor-era)	talk about short, int, long etc.
2008-05-01	d4d19fad2fa1	-	(pre-anchor-era)	Fixed a typo (changed ' -> ") and shortened a production name slightly to match the naming convention elsewhere.
2008-05-01	f5c076343222	-	(pre-anchor-era)	Explain about pointer types for mutually recursive structures.
2008-05-06	d222c65477e0	-	(pre-anchor-era)	Introduced forward declaration of types per discussion with ken. A forward-declared (or not yet fully defined) type must be used to construct (mutually) recursive type declarations. This simplifies the compiler and resolves the issue at which scope the forward- declared type is to be declared.
2008-05-08	aa533738c156	-	(pre-anchor-era)	- changed compound type -> composite type - eliminated 'structured type' terminology
2008-05-08	b6b8da823dac	-	(pre-anchor-era)	fix up the 'basic types' section. strings were missing
2008-05-08	f4f588372d7d	-	(pre-anchor-era)	Clarify conversions, include making them constructors for arrays etc.
2008-05-15	9119f55e6dac	-	(pre-anchor-era)	add a couple of TODOs fixed grammar for "Program"
2008-05-15	d4aa5c0b4560	-	(pre-anchor-era)	add disclaimer, authors. preparation for linking to p page
2008-05-27	896c8f4ecca9	-	(pre-anchor-era)	- fixed a typo
2008-06-06	e92b7538102e	-	(pre-anchor-era)	- fixed a few tests and added 3 incorrectly succeeding tests - updated go_lang.txt to be more uniform and match the implementation - made makehtml work on Mac - fixed a couple of bugs in go.atg
2008-06-09	4ff63a479404	-	(pre-anchor-era)	- updated spec w/ respect to variable types and shift operators
2008-06-12	a40a79829ff1	-	(pre-anchor-era)	- fixed minor issues in spec - fixed a couple of bugs in the spec (pointed out by iant)
2008-06-16	daebf91d2c0e	-	(pre-anchor-era)	fix up grammar for optional elements in if and switch conditions
2008-07-01	8af8dff65b0c	-	(pre-anchor-era)	- updated doc
2008-07-01	bc8ef4d52693	-	(pre-anchor-era)	- minor update
2008-07-01	ceb01373bc14	-	(pre-anchor-era)	- more minor fixes
2008-07-03	de5442893ddb	-	(pre-anchor-era)	A small but powerful change in constant declarations. Proposal by ken after some discussion about enums. Implementation should be trivial. Wording in the doc should be improved, probably.
2008-07-07	835cd4694168	-	(pre-anchor-era)	- first cut a Go parser in Go
2008-07-08	6def94ad83bb	-	(pre-anchor-era)	- added missing keyword 'iota'
2008-07-08	c685e1b70dfd	-	(pre-anchor-era)	add a disclaimer
2008-07-15	1401c110083a	-	(pre-anchor-era)	improve the examples in the section on iota
2008-07-17	7eb7ff2b369f	-	(pre-anchor-era)	new channel syntax select cleans up too
2008-07-21	777ee7163bba	-	(pre-anchor-era)	map delete
2008-07-21	c1f5eda7a246	-	(pre-anchor-era)	change date
2008-07-22	220edc48da35	-	(pre-anchor-era)	Expand section on compound literals.
2008-07-22	f4dcf518463e	-	(pre-anchor-era)	document initialization
2008-07-22	febbf82e8dbf	-	(pre-anchor-era)	fix some bad spaces
2008-07-23	84c8d85fe6b5	-	(pre-anchor-era)	slices and string/array concatenation
2008-08-04	2f4352a26d27	-	(pre-anchor-era)	- switched most of existing Go code to new export syntax - adjusted lang doc
2008-08-07	e3fc124640d0	-	(pre-anchor-era)	revert specification of pointer types to current implementation (do not allow explicit type forward declarations) and more clearly specify resolution
2008-08-11	fe582137f4e9	-	(pre-anchor-era)	- removed fall-through for case: case: in switch statements - added ()'s to all print calls in examples - augmented rule about use of identifiers
2008-08-12	68fb2d04d0ad	-	(pre-anchor-era)	use tabs for indentation consistently
2008-08-12	9b1e6fddba4c	-	(pre-anchor-era)	fix one syntax error in declaration. reformat the bullet list about strings
2008-08-12	f97832e4c285	-	(pre-anchor-era)	New words regarding constants
2008-08-20	bb0594263886	-	(pre-anchor-era)	updated section on reserved words
2008-08-21	2d697d67dc22	-	(pre-anchor-era)	clarify pointer forward decls per ian's suggestion
2008-08-21	2dabb6525a5b	-	(pre-anchor-era)	- explained function and method pointers - removed need for method types and literals (gri & r)
2008-08-21	c2c49bec7745	-	(pre-anchor-era)	added scope rules, removed TODO
2008-08-28	df49fb3dc33c	-	(pre-anchor-era)	- Preliminary draft of what might become a real spec - All text taken from go_lang.txt (which is unchanged), but added a contents section, and sorted the contents section in a hopefully sensible manner to give it more structure - Reordered text to match order of contents section, did not adjust the language (needs to be done), but removed sections that were dulicates or invalid
2008-08-29	354be785c6b9	-	(pre-anchor-era)	- removed 'iota' from the keyword list - added missing operators
2008-09-03	0976e34d654a	-	(pre-anchor-era)	Composite literal syntax.
2008-09-03	7a4ed4f8c4f4	-	(pre-anchor-era)	- minor corrections to go_spec.txt - verified that all text from go_lang.txt is either present in its   old form, or that we have corresponding updated sections for it - delete go_lang.txt
2008-09-03	ce04d0197a59	-	(pre-anchor-era)	- fixed typo
2008-09-03	f5cb258195f1	-	(pre-anchor-era)	- clarification of type of array literals (always fixed array) - clarification of const decl syntax
2008-09-04	41d65ac4a5c3	-	(pre-anchor-era)	- added missing language to operator section in spec
2008-09-04	cae034223073	-	(pre-anchor-era)	- \' not allowed in string literals - \" not allowed in char literals - replaces uses of printf with print
2008-09-08	7231ceb714aa	-	(pre-anchor-era)	Proposal for new function type syntax as suggested by ken: - removed "func" from function type - make it work by changing composite literal syntax to use {} instead of ()
2008-09-09	0416f994b76c	-	(pre-anchor-era)	- added convenience wrappers for sort   (work now with Ken's latest compiler fix) - exoanded test cases accordingly - fixed a type in the spec (thx r)
2008-09-09	4dc2528afa1c	-	(pre-anchor-era)	- added missing language to almost all types - fixed several examples to use new function type syntax - added list of open spec issues to todo.txt
2008-09-09	c59d2f13aa73	-	(pre-anchor-era)	- moved spec todo's into spec (as html comment) - cleaned up todo.txt a bit
2008-09-10	203b55e31920	-	(pre-anchor-era)	Eliminate duplication of MethodDecl nonterminal by renaming the one associated with interface types.
2008-09-10	667ef6c163a0	-	(pre-anchor-era)	- incorporated bug fixes, todo's as suggested by rsc
2008-09-11	ad71110669d2	-	(pre-anchor-era)	- rewrote section on numeric literals (grammar easier to read, separate between ints and floats, added language regarding the type of numeric literals) - added language with respect to the scope of labels - introduced ideal types for the purpose of the spec - added language to expressions, operands - added some more formal language about ideal type conversion   (probably not 100% correct yet)
2008-09-11	e28ccebd3ab4	-	(pre-anchor-era)	- simplified the ideal number terminology for better readability
2008-09-12	c8e18767e88e	-	(pre-anchor-era)	- hopefully improved language on label scopes
2008-09-17	2902a82ca4ec	-	(pre-anchor-era)	adjusted doc to incorporate new channel notation (still a couple of TODO's with respect to the new notation).
2008-09-18	6a0fb608665e	-	(pre-anchor-era)	- added item to TODO list in go_spec - filed a bug
2008-09-19	b90b213e6155	-	(pre-anchor-era)	Updated spec: - clarified constants and constant expressions - clarified type of array composite literals (fixed vs open arrays) - clarified type of map composite literals (need to use '&' to get   a map pointer) - added proposal for "if-else" (TBD) - added TODO w/ respect to "x, ok = <-ch" (and for arrays)
2008-09-26	133c68e9ac91	-	(pre-anchor-era)	Simplification of Conversions section: - leave only basic type conversions in that section - we have a section of composite literals which covers those - we have a section prepared (but not written) on type guards - the built-in function "convert" doesn't need to be exposed   as it is redundant
2008-09-26	566e3b20432e	-	(pre-anchor-era)	- added language with respect to init() restrictions
2008-09-26	ac05579345f9	-	(pre-anchor-era)	1) Fixed spec w/ respect to result types. 2) Added proposal for making "if" statements consistent with the    other control structures.
2008-09-26	b9f8b9c43a1b	-	(pre-anchor-era)	- fixed Go statement syntax (only notational change) - simplified Assignment syntax (only notational change) - added TODOs - made old text invisible by moving it into HTML comment
2008-09-27	75a03a5b00cd	-	(pre-anchor-era)	- added TODO - changed FieldDecl production in preparation for inlined types
2008-09-29	1f3e842c73e2	-	(pre-anchor-era)	Some initial language towards embedded types and methods for all types. More to come.
2008-09-29	a1065faf7c4a	-	(pre-anchor-era)	- corrections and more on interface types
2008-09-29	cd49927ca75d	-	(pre-anchor-era)	- added language about string literal concatenation - added "..." to list of delimiters (slightly re-arranged that table) - rename of 2 productions for more consistent naming
2008-09-30	52a548034e76	-	(pre-anchor-era)	- exceptional conditions during expression evaluation are undefined - "nil" for interfaces, comparison against "nil"
2008-09-30	c59b2a3db18a	-	(pre-anchor-era)	- type of array literals is always fixed array - changed terminology from "embedded type" to "anonymous field"
2008-10-01	5e92fb20b8eb	-	(pre-anchor-era)	Clarifications re: anonymous fields in structs: - typename cannot refer to interface types - clarified syntax - added TODO re: type name issue with qualified identifiers
2008-10-02	cd368a259e77	-	(pre-anchor-era)	add a little text clarifying the behavior of 'select'
2008-10-03	347cf67a8534	-	(pre-anchor-era)	- precise scope rules - clarified naming of invisible fields - fixed syntax of expression statements
2008-10-03	569a107e0dd5	-	(pre-anchor-era)	Revised wording about sends. Evaluation is done before communication starts.
2008-10-07	7abfcd981f0e	-	(pre-anchor-era)	- precise scope rules - forward decls for interface and struct types - complete & incomplete types - optional semicolons
2008-10-08	aed247fdb972	-	(pre-anchor-era)	- make optional semicolons explicit in grammar in all places except in statement list, where it is expressed in words - allow for empty import, const, type, and var decl lists inside ()'s - fixed grammar for inc/dec statements - added empty statement as it appears to be accepted by 6g
2008-10-09	7271e048fc91	-	(pre-anchor-era)	- added missing case for opt. semicolons (labels) - more precise wording by having an explicit list of cases - simplified statement list
2008-10-09	bbfe31238b41	-	(pre-anchor-era)	More spec progress: - language for selectors and array/map indices - formal description of syntax notation used - factor out common productions to better show   symmetries in grammar
2008-10-10	57b34617e0f5	-	(pre-anchor-era)	- Fixed bug in spec: PrimaryExpr is too restrictive in most places (for instance *p was not allowed on the left side of "="). Changed to Expression everywhere (this is too liberal, UnaryExpr is probably good enough, but it seems funny, and we need to check semantically anyway). This matches 6g yacc. - Write expression syntac recursively to express evaluation order and precedence syntactically. - Organized open issues list, folded in stuff from todo.txt which is now obsolete.
2008-10-10	b5e0cc7ef5f6	-	(pre-anchor-era)	- added language re: interface compparison using ==, != (seems not controversial)
2008-10-16	71696ac048a6	-	(pre-anchor-era)	clarification of conversion rules for ideal numbers
2008-10-20	a6b546fe3116	-	(pre-anchor-era)	- be even more explicit about ideal number conversion in expressions - added a note with respect the difference of semantics of *p++ in Go vs C
2008-10-23	071c91bf4820	-	(pre-anchor-era)	First cut at incorporating anonymous fields of pointer types into the spec.
2008-10-23	4712165b17d9	-	(pre-anchor-era)	- clarified that composites are values created every time they are evaluated, removed corresponding TODO.
2008-10-24	2bfa95741f32	-	(pre-anchor-era)	Preparation for varargs: Proposal for syntax.
2008-10-30	2e90e5424ee2	-	(pre-anchor-era)	- language for struct field tags
2008-10-30	ebf14c625dcd	-	(pre-anchor-era)	- clarified section on numeric types: platform-dependent types   are different from platform-independent types (not just aliases),   except for byte, uint8 - added missing documentation of new(a, len, cap) - updated todo/issues lists
2008-11-03	f618f8940d78	-	(pre-anchor-era)	- keeping track of to-do items
2008-11-04	69e26bf28d98	-	(pre-anchor-era)	- added (incomplete) section on parameter passing - decribe passing of "..." parameters for a start
2008-11-07	434c6052d801	-	(pre-anchor-era)	- language to define type equality rigorously - language for type guards - fixed language for break statements
2008-11-17	337af317813d	-	(pre-anchor-era)	- allow for multiple method names per function type in an interface decl. - added some initial language with respect to exports
2008-11-17	a1c85ed83ef0	-	(pre-anchor-era)	Package-export proposal: - syntax change - missing: corresponding language
2008-12-04	7354b864b52f	-	(pre-anchor-era)	Revised proposal for const/var cleanup, with Ken's suggestion for the "iota" extension to tuples.
2008-12-12	9dfb2ea7af3b	-	(pre-anchor-era)	closing a TODO: - define integer overflow as wrap-around - be more specific about machine representation
2008-12-16	30a1a8c92251	-	(pre-anchor-era)	language for range clause (I have deliberately left away the forms w/ := or = and the forms with :)
2008-12-16	671535865225	-	(pre-anchor-era)	- Add introduction section (1 page), essentially a condensed form of an earlier intro. - Updated contents section. - Removed left-over text from earlier documents.
2008-12-16	ef77c226264f	-	(pre-anchor-era)	- fixed minor bug in example (found by ken)
2008-12-17	4d2303085939	-	(pre-anchor-era)	- ripped out excessively fancy way of describing grammar   in favor of explicit constructs - simpler, clearer, and shorter overall - no spec changes
2008-12-18	6ccca61510ac	-	(pre-anchor-era)	- receiver ident may be optional
2009-01-05	a329471ced90	-	(pre-anchor-era)	A first attempt to capture the type changes.
2009-01-06	633957bcce85	-	(pre-anchor-era)	- documenting old "new()" - adding "init()" - fixing some bugs with slice documentation
2009-01-07	91bbd6484b9d	-	(pre-anchor-era)	Adjusted language for literals: - now have struct, array, slice, and map literals
2009-01-16	1593ab6bb4d5	-	(pre-anchor-era)	- cleanup todo list - fixed language for arrays slightly
2009-01-16	83c17606d76f	-	(pre-anchor-era)	- language for export via capitalized identifiers - removed explicit "export" declarations and keyword - fixed a few glitches and adjusted examples
2009-01-16	9f4a27cbe6cc	-	(pre-anchor-era)	- added TODO
2009-01-22	ae299f0d6997	-	(pre-anchor-era)	cosmetic change only: - slightly simplified a couple of productions (CommClause, SwitchClause)   by reordering
2009-01-26	18b05c1a8d9f	-	(pre-anchor-era)	- clarified slice index bounds rules - clarified comparisons of interfaces, slices, maps, channels - removed respective TODO's
2009-01-27	4a903e0b32be	-	(pre-anchor-era)	 defer statement
2009-01-27	7471eab96f3a	-	(pre-anchor-era)	- added missing sections on comparisons for some types - clarified legal map key types (must support comparison) - updated open issues/todo list
2009-01-30	2b9fe0ea24a3	-	(pre-anchor-era)	Test balloon: Changed the spec to see the implications of changing the syntax of function types and making them "reference types" like slice, map, and chan. First step in Russ' proposal.
2009-02-05	77ccfb090cfa	-	(pre-anchor-era)	making go-spec conform with 6g: - equality of struct types requires equality of field names
2009-02-06	d8a764cc7eb4	-	(pre-anchor-era)	- removed todo and restriction from spec (closures) - fixed typos, added a reminder for a todo
2009-02-11	38c232fe37bb	-	(pre-anchor-era)	- language for embedded interfaces (as discussed this morning) - fixed a syntax error
2009-02-11	52c02c2d5d8f	-	(pre-anchor-era)	Added section on package unsafe: - contains a (proposed) constant Maxalign - contains some text re" alignment guarantees
2009-02-11	6f8df7aa3e8c	-	(pre-anchor-era)	- syntax for composite literals use () instead of {} - do not permit + for array concatenation anymore   (not implemented and not a good idea) - document that unsafe function results are compile time constants - fixed minor typos
2009-02-19	4501d348e89b	-	(preamble)	Fix most HTML errors. Cut introduction. Start rewrite.
2009-02-19	c2d5586c761b	-	(preamble)	go_spec.txt formatted in html. No textual changes except for html formatting. Seems like a fine intermediate step.
2009-02-19	fd1f3830c141	-	(preamble)	autogenerate the table of contents
2009-02-20	ff70f09d2704	-	(preamble)	Rewrite lexical section. Put grammar productions into a box with a separate background color.
2009-02-23	a9ed30ff3779	-	(preamble)	Move Types before Declarations and Scopes. This is the only change in this CL: only rearrangement, no content change, so subsequent edits will be easier to understand.
2009-02-23	f27e9f072d00	-	(preamble)	Work on declarations, unsafe, alignment. Change <tt> to <code>
2009-02-24	5af7de3fe373	-	(preamble)	Updated the section on Types. Moved assignment compatibility to its own small section. Although most rules are type-specific, some are not and it reduces redundancy to combine them. Also, more experimentally, wrote a section on comparison compatibility.
2009-02-24	cdbf61975085	-	(preamble)	complete types
2009-02-25	8f2330dd7a72	-	(preamble)	Continue editing types section. Do a little work polishing the "zero value" discussion.
2009-02-25	f88c6c136c25	-	(preamble)	fixed a typo
2009-02-26	df3183f52842	-	(preamble)	finish types. expressions.  (they were in pretty good shape; mostly cosmetic and HTML edits)
2009-02-27	96750f130c64	-	(preamble)	most of the rest. only the package section is untouched.
2009-03-02	426335f87bbc	-	(preamble)	delete paragraph about unimplemented select-on-type feature. change () to {} in all composite literals
2009-03-02	4659685b8f55	-	(preamble)	Packages.
2009-03-02	da34bea95022	-	(preamble)	redo poor example of slices.
2009-03-02	da38974c8851	-	(preamble)	address most of the editorial comments through "types"
2009-03-03	337ce2220f0c	-	(preamble)	rephrase redundancy.
2009-03-03	7a5e97ba915b	-	(preamble)	The final piece of the alternative to my parens proposal (i.e., the status quo with braces in composite literals).
2009-03-03	e8b43190bbec	-	(preamble)	clarify conversions vs type guards. allow conversions between equal types.
2009-03-04	461dd9126c9b	-	(preamble)	change Go logo to link to home page
2009-03-04	5958dd6f9469	-	(preamble)	Suggested tweaks up to package section.
2009-03-04	811dd2584ca6	-	(preamble)	fix an HTML glitch. say a little more about package main.
2009-03-05	b813ee0e44cc	-	(preamble)	revert QualifiedIdent to old production
2009-03-09	ef1b9653dd1c	-	(preamble)	conversions are mostly cleaned up; bring the spec in line.
2009-03-11	028271938726	-	(preamble)	fix unqouted &
2009-03-11	cd04ec95ea0a	-	(preamble)	bit clear: &^ and &^=
2009-03-12	307ec2193226	-	(preamble)	what is the name for "&^". let's go with bit clear (and not)
2009-03-12	9b5d82327b14	-	(preamble)	s/expressios/expressions/
2009-03-12	ce9417ee1a2b	-	(preamble)	fix language regarding type of numeric literals
2009-03-12	e20834092f18	-	(preamble)	weasel words about types in shift expressions suggested by rsc
2009-03-12	f8ba0f45118e	-	(preamble)	mem.html: nit go_spec.html: document const type propagation
2009-03-16	dea4394a674c	-	(preamble)	instead of unlabeled statements, have a single labeled statement - no syntactic or semantic change
2009-03-17	5a5784977aad	-	(preamble)	type switches
2009-03-18	37ab838d3a65	-	(preamble)	&Foo{x,y} wasn't in the spec.  This gets it in, dependent on a proper section regarding address operators, to follow.
2009-03-18	70c1a106e609	-	(preamble)	drop the ,ok switch; keep the straight type switch.
2009-03-19	091cba8d0323	-	(preamble)	minor adjustments to switches text
2009-03-20	2a5af744a683	-	(preamble)	fix wording of &T{x}
2009-03-20	afee1c5f0c19	-	(preamble)	add simple text about & and *. clean up html: PLEASE RUN TIDY WHEN YOU EDIT THIS DOCUMENT deferring method value update until we decide what happens.
2009-03-24	1141716c5c90	-	(preamble)	change notation: s/Stat/Stmt/ in grammatical productions
2009-03-24	21d03496e7b6	-	(preamble)	add some words (written by rsc) about the state of typed constants.
2009-03-24	94b67eb8d85a	-	(preamble)	delete incorrect, dreg example of select on type
2009-03-25	62fd90ab7673	-	(preamble)	use FunctionType in FunctionLit production
2009-03-27	c5c577c1ff19	-	(preamble)	- minor tweak to composite literal production: renamed PairExpr -> KeyValueExpr and PairExprList -> KeyValueList (to match corresponding nodes in AST per rsc' suggestion)
2009-03-30	f53876055227	-	(preamble)	fix last 3 references to 'type guards'
2009-04-02	736a1aeb81f0	-	(preamble)	an attempt at simpler yet more correct semicolon rules. (i'd be happy to drop the paren one as well, reducing it to one case)
2009-04-14	c956e909136d	-	(preamble)	add a section about order of evaluation
2009-04-15	55faa5f10eb8	-	(preamble)	fix one word for consistency.
2009-04-15	7aee71bd4f74	-	(preamble)	spec for range on strings
2009-04-15	b340879ce363	-	(preamble)	tweak grammar and associated prose to permit things like x.y in range clauses.
2009-04-16	bcdc247f28a1	-	(preamble)	spec edits for array slice change
2009-04-19	2a1683a007e6	-	(preamble)	spec change for redeclaration
2009-04-20	40d6bb59690e	-	(preamble)	- book-keeping in the TODO section:   - removed closed, resolved, or off-the-table items   - consolidated remaining items - no changes to the spec
2009-04-23	88a0c4071d29	-	(preamble)	fixed typo in EBNF of ENBF
2009-04-29	ce9fbdbee05d	-	(preamble)	typo in spec
2009-05-01	4f18549c0223	-	(preamble)	clarifying ambiguity of evaluation order
2009-05-08	1a304e1d93ce	-	(preamble)	- document string([]int{...}) conversion - cleanup of open issues section
2009-05-08	fb24d792da87	-	(preamble)	update spec to io.Writer
2009-05-12	98b4f6ac3812	-	(preamble)	cleanup of unsafe documentation
2009-05-13	533dfd62919e	-	(preamble)	New type compatibility rules: - changed type equality to type compatibility, updated rules - string literals have ideal string type - conversion w/ relaxed type compatibilty
2009-05-20	56809d0ade51	-	(preamble)	new method set rules
2009-05-20	b89a54e5c68d	-	(preamble)	new, stricter interface rule: in x.(T) x cannot be a nil (uninitialized) interface variable.
2009-05-20	c1fd171d182e	-	(preamble)	removed TODO (new rules on type compatibility cover this already)
2009-05-22	838cf124f02e	-	(preamble)	key:value notation for composites
2009-05-27	c4a74b0b4aed	-	(preamble)	add missing semicolons in example
2009-05-29	65ec16b637b5	-	(preamble)	Automated g4 rollback of changelist 29478.
2009-05-29	d83dc4f5c6f6	-	(preamble)	unary ^ update.
2009-06-04	6739b8d606e7	-	(preamble)	string([]int) is now implemented
2009-06-17	3b576a770413	-	(preamble)	fix for incorrect type switch clause: - nil is not a keyword - type -> Type
2009-06-18	cfe9211753fb	-	(preamble)	- removed duplicate definition of StringLit - fixed nonsense sentence in numeric basic type section - hlinted
2009-06-18	db7a6221e924	-	(preamble)	raw strings may span multiple lines
2009-06-19	e2cb60b378e9	-	(preamble)	fix for conversion rule
2009-06-25	eaa92e027b00	-	(preamble)	Allow indexing of slice types, but not pointer to slice type. Allow indexing of string type, but not pointer to string type. Do not allow indexing of pointer to map type.
2009-07-09	ec9b0428f8a2	-	(preamble)	various spec tunings
2009-07-10	7c06f285d06f	-	(preamble)	capital_letter was never used
2009-07-10	f7ac313629d5	-	(preamble)	- mark actual EBNF with pre-formatted class "ebnf" instead of "grammar" - make real productions for Unicode char classes so that they can be parsed - use `` for tokens that contain "'s or \'s so that they can be parsed - added a missing '.'
2009-07-16	e1b8cb8cf0fe	-	(preamble)	- renamed SimpleVarDecl -> ShortVarDecl, in sync with terminology used in prose - added a few TODOs
2009-07-31	7539c8501d23	-	(preamble)	language re: conversion of left operand in shift operations
2009-08-07	4b9083380356	-	(preamble)	- clarified section on return statements - added some TODOs
2009-08-14	4023dce70f65	-	(preamble)	- remove language on forward decls - remove language on (in-)complete types
2009-08-17	3e804ba7a715	-	(preamble)	There should not be a prohibition against embedding an interface type in a struct.  It is meaningful and the compilers support it.
2009-08-19	0a162a1433c4	-	(preamble)	new scope rules
2009-08-20	16b95ba614b2	-	(preamble)	simplifications.
2009-08-20	7c4f7cc7eb66	-	Address_operators,Allocation,An_example_package,Arithmetic_operators,Array_types,Assignment_compatibility,Assignments,Basic_types,Blocks,Booleans,Break_statements,Calls,Channel_types,Character_literals,Characters,Comments,Communication_operators,Comparison_compatibility,Comparison_operators,Composite_literals,Const_declarations,Constant_expressions,Constants,Continue_statements,Conversions,Declarations_and_Scope,Defer_statements,Empty_statements,Exported_identifiers,Expression_statements,Expression_switches,Expressions,Fallthrough_statements,Floating-point_literals,For_statements,Function_declarations,Function_literals,Function_types,General_properties_of_types_and_values,Go_statements,Goto_statements,Ideal_numbers,Identifiers,If_statements,Implementation_differences,Import_declarations,IncDec_statements,Indexes,Integer_literals,Integer_overflow,Interface_types,Introduction,Iota,Keywords,Label_scopes,Labeled_statements,Length_and_capacity,Letters_and_digits,Lexical_elements,Logical_operators,Making_slices_maps_and_channels,Map_types,Method_declarations,Multiple-file_packages,Notation,Numeric_types,Operands,Operators,Operators_and_Delimiters,Order_of_evaluation,Package_clause,Package_unsafe,Packages,Passing_arguments_to_..._parameters,Pointer_types,Predeclared_functions,Predeclared_identifiers,Primary_expressions,Program_execution,Program_initialization_and_execution,Qualified_identifiers,Return_statements,Select_statements,Selectors,Short_variable_declarations,Size_and_alignment_guarantees,Slice_types,Slices,Source_code_representation,Source_file_organization,Statements,String_literals,Strings,Struct_types,Switch_statements,System_considerations,The_zero_value,Tokens,Type_assertions,Type_compatibility,Type_declarations,Type_identity,Type_identity_and_compatibility,Type_switches,Types,Variable_declarations	introduce meaningful section names, so that
2009-08-20	8a45917f3d80	-	Implementation_differences	len and cap on chans
2009-08-20	fe53795422f3	-	(preamble)	clean up multifile package section. remove ASCII digit comment that isn't true.
2009-08-21	83cbca56577e	-	Comparison_compatibility,Operators,Properties_of_types_and_values,String_literals	rewrite type rules for expressions and add shift examples
2009-08-21	ef45e64afc7b	-	Assignments,Short_variable_declarations,The_zero_value,Variable_declarations	- unifying rules for var decls, short var decls, and assignments
2009-08-22	d55370760f3d	-	Communication_operators,Indexes,Type_assertions	allow "comma ok" in initializers
2009-08-24	0262f8834dc8	-	Operators	fix duplicated word
2009-08-27	1f95f0d353b4	-	Type_switches	tweaks
