# producer: scripts/capped scripts/ci --diff on this branch (the gate run), membership rows of artifacts/coverage/latest.tsv
PASS	goroutines/wake-window/buffered-send	membership	enumerated=2 exhibited=2 draws=2 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/goroutines/wake-window/buffered-send)
PASS	goroutines/wake-window/close-recv	membership	enumerated=2 exhibited=2 draws=2 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/goroutines/wake-window/close-recv)
PASS	imported-goose/channel/google-search	membership	CERTIFIED-CACHED (certified 2026-09-01  commit: T1 fidelity round, dc122857 (E8 fileOrder wire record); samples + driver-coupling checked against the tracked set; full re-certification via scripts/ci --slow): members=6 exhibited=5 draws=32 (K=32; pin members=6 NOT reached — 5 distinct drawn) unexhibited=1
PASS	maps/added-entry-count	membership	enumerated=2 exhibited=2 draws=32 (K=32; no members= pin — no early stop) unexhibited=0 (members in artifacts/coverage/membership/maps/added-entry-count)
PASS	maps/cross-goroutine-delete-readd/drf	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/maps/cross-goroutine-delete-readd/drf)
PASS	maps/cross-goroutine-delete-readd/insert	membership	enumerated=2 exhibited=2 draws=5 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/maps/cross-goroutine-delete-readd/insert)
PASS	maps/delete-insert-readd-during-range	membership	enumerated=2 exhibited=2 draws=15 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/maps/delete-insert-readd-during-range)
PASS	maps/delete-readd-during-range	membership	enumerated=3 exhibited=1 draws=32 (K=32; no members= pin — no early stop) unexhibited=2 (members in artifacts/coverage/membership/maps/delete-readd-during-range)
PASS	maps/jitter-draw	membership	enumerated=5 exhibited=5 draws=32 (K=32; no members= pin — no early stop) unexhibited=0 (members in artifacts/coverage/membership/maps/jitter-draw)
PASS	maps/range-first-key	membership	enumerated=3 exhibited=3 draws=32 (K=32; no members= pin — no early stop) unexhibited=0 (members in artifacts/coverage/membership/maps/range-first-key)
PASS	multipkg/mini-raft-twin/choice-order	membership	enumerated=2 exhibited=2 draws=32 (K=32; no members= pin — no early stop) unexhibited=0 (members in artifacts/coverage/membership/multipkg/mini-raft-twin/choice-order)
PASS	noodler/membership/two-senders-buffered	membership	enumerated=2 exhibited=2 draws=4 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/noodler/membership/two-senders-buffered)
PASS	noodler/membership/three-key-map-order	membership	enumerated=6 exhibited=3 draws=32 (K=32; pin members=6 NOT reached — 3 distinct drawn) unexhibited=3 (members in artifacts/coverage/membership/noodler/membership/three-key-map-order)
PASS	noodler/membership/select-two-ready	membership	enumerated=2 exhibited=2 draws=3 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/noodler/membership/select-two-ready)
PASS	noodler/membership/insert-then-delete-during-range	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/noodler/membership/insert-then-delete-during-range)
PASS	race/atomics-free/publish-acquire	membership	enumerated=2 exhibited=1 draws=32 (K=32; no members= pin — no early stop) unexhibited=1 (members in artifacts/coverage/membership/race/atomics-free/publish-acquire)
PASS	race/atomics-free/rmw-acquire	membership	enumerated=2 exhibited=2 draws=32 (K=32; no members= pin — no early stop) unexhibited=0 (members in artifacts/coverage/membership/race/atomics-free/rmw-acquire)
PASS	race/atomics-free/cas-failure-acquires	membership	enumerated=1 exhibited=1 draws=1 (K=32; stopped at the members=1 pin) unexhibited=0 (members in artifacts/coverage/membership/race/atomics-free/cas-failure-acquires)
PASS	race/litmus/sb-chan	membership	enumerated=3 exhibited=2 draws=32 (K=32; pin members=3 NOT reached — 2 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/race/litmus/sb-chan)
PASS	slices/append-spill-below-formula	membership	enumerated=31 exhibited=1 draws=32 (K=32; no members= pin — no early stop) unexhibited=30 (members in artifacts/coverage/membership/slices/append-spill-below-formula)
PASS	slices/append-spill-size-class	membership	enumerated=300 exhibited=1 draws=32 (K=32; no members= pin — no early stop) unexhibited=299 (members in artifacts/coverage/membership/slices/append-spill-size-class)
PASS	slices/append-spill-stack-buffer	membership	enumerated=29 exhibited=2 draws=32 (K=32; no members= pin — no early stop) unexhibited=27 (members in artifacts/coverage/membership/slices/append-spill-stack-buffer)
PASS	slices/full-slice-cap-zero	membership	enumerated=32 exhibited=2 draws=32 (K=32; no members= pin — no early stop) unexhibited=30 (members in artifacts/coverage/membership/slices/full-slice-cap-zero)
PASS	sync/atomic-frontier/mp-litmus	membership	enumerated=3 exhibited=2 draws=32 (K=32; no members= pin — no early stop) unexhibited=1 (members in artifacts/coverage/membership/sync/atomic-frontier/mp-litmus)
PASS	sync/mutex-order/acquisition-order	membership	enumerated=2 exhibited=2 draws=12 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/sync/mutex-order/acquisition-order)
PASS	sync/rwmutex-order/acquisition	membership	enumerated=2 exhibited=2 draws=6 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/sync/rwmutex-order/acquisition)
