# id	subject	args	expected_status	expected_reason	features	lane	why	params
# builtins/e13-sibling-panic-order — latitude E13 option (b), lane e13-b
# (2026-09-05; RULED [USER] Mike 2026-09-05, relayed by the [AGENT]
# coordinator: «we should do what the standard supports, and avoid
# over-refusal if we can. That's what (b) means right?»; design
# docs/2026-09-05_e13-b-design.md). The §2 gc probe family as rows: a
# spec-UNSEQUENCED panicky non-call operand LEFT of a sibling ordered
# event. The machine offers BOTH orders (`ChoiceSite.unseqPanic`, bound
# 2 exactly when the operand panics at its lexical position): RAISE =
# the operand's panic before the sibling event, DEFER = the sibling
# event first (the pre-change machine's only member). gc's member is
# EARLY (RAISE) for type assertions, slice expressions and interface
# comparisons and LATE (DEFER) for index/dereference/division/shift/
# conversion operands (docs/evidence/2026-09-05_e13-b/gc-realization.txt);
# every gc draw lies in the certified set. The witness `wit` PRINTS, so
# the output half of the observation records which sibling events
# completed before the panic — the §7 item-5 'which panic wins and what
# ran before it' observable. expected_reason on a panic row is the
# substring gc's draws carry (the pre-filter is over gc samples only; if
# the oracle ever drew the other member the row would fail loudly).
# Strict controls: forced-arg-only (F2, a singleton), assert-right-call
# (design §6 residual 1: an operand RIGHT of the event realizes only the
# lexical order — gc agrees), assert-left-min-inline (an inline min: both
# operands in the residual, left to right), slice-left-len-call (design
# §6: the slice expression is the hoisted len's OWN operand, evaluated at
# len's position — the lexical member only; gc agrees).
compound-assert-vs-len	compoundAssertVsLen	-	panic	interface conversion: interface {} is string, not int	slices,indexing,len,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `x[iv.(int)] += len(b[j]) + wit(5)`: the compound target is a phase-1 READ, probed as a whole: RAISE = the conversion (gc), DEFER = the len operand's `[5] with length 1`. members=2	width=2,sites=8,members=2
map-key-assert-vs-len	mapKeyAssertVsLen	-	panic	interface conversion: interface {} is int, not string	maps,slices,indexing,len,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `m[iv.(string)] = len(b[j]) + wit(5)`: the map-assign target's key operand, probed: RAISE = the conversion (gc), DEFER = `[5] with length 1`. members=2	width=2,sites=8,members=2
recover-assert-vs-len	recoverAssertVsLen	-	panic	index out of range [5] with length 1	slices,indexing,len,calls,panic,recover,defer,evaluation_order,print,interfaces,type_assertions	-	-	-
bytes-conv-left-len-hoist	bytesConvLeftLenHoist	-	panic	index out of range [5] with length 1	slices,indexing,len,calls,panic,evaluation_order,print,conversions,strings,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `int([]byte(s)[7]) + len(b[j]) + wit(5)`: the allocating conversion HOISTS (an ordered event follows it), so `$b[7]` is a pure probed operand: RAISE = `index out of range [7] with length 2`, DEFER = the len operand's `[5] with length 1` (gc's member — index operands are LATE in gc). members=2	width=2,sites=8,members=2
addr-index-left-len-hoist	addrIndexLeftLenHoist	-	panic	index out of range [5] with length 1	slices,indexing,len,calls,panic,evaluation_order,print,pointers,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `sinkP(&a[i], len(b[j]), wit(5))`: the address-of operand is probed as a whole (`index-addr` bounds-checks): RAISE = `[9] with length 1`, DEFER = the len operand's `[5] with length 1` (gc). Was a strict control at the first fix round (one member, gc's); the re-audit's `&` probe makes it a two-member set. members=2	width=2,sites=8,members=2
tgt-assert-vs-call	tgtAssertVsCall	-	panic	interface conversion: interface {} is string, not int	slices,indexing,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `x[iv.(int)] = wit(5)` — the re-audit's core witness (R1'-1): RAISE = the conversion with nothing printed (gc), DEFER = `wit 5` then the conversion (the events-first member the first fix round had pinned alone; main b77f3298 realized only that one too — a pre-existing gc-absent single member). members=2	width=2,sites=8,members=2
map-tgt-assert-vs-call	mapTgtAssertVsCall	-	panic	interface conversion: interface {} is int, not string	maps,indexing,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `m[iv.(string)] = wit(5)`: the map-assign target's key vs the RHS call: RAISE = the conversion (gc), DEFER = `wit 5` then the conversion. members=2	width=2,sites=8,members=2
tgt-assert-vs-min-call	tgtAssertVsMinCall	-	panic	interface conversion: interface {} is string, not int	slices,indexing,min,builtins,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `x[iv.(int)] = min(q, t[k]) + wit(5)` (R1'-2): the hoisted min's operand panic vs the target's assertion: RAISE = the conversion (gc), DEFER = `index out of range [9] with length 2`. members=2	width=2,sites=8,members=2
tgt-assert-vs-copy-call	tgtAssertVsCopyCall	-	panic	interface conversion: interface {} is string, not int	slices,indexing,copy,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `x[iv.(int)] = copy(d, s) + wit(5)` (R1'-2): RAISE = the conversion (gc), DEFER = `wit 5` then the conversion. members=2	width=2,sites=8,members=2
tgt-assert-vs-append	tgtAssertVsAppend	-	panic	interface conversion: interface {} is string, not int	slices,indexing,len,append,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `x[iv.(int)] = len(append(sl, wit(5)))` (sl has spare capacity, so no spill consult): RAISE = the conversion (gc), DEFER = `wit 5` then the conversion. members=2	width=2,sites=8,members=2
tgt-assert-vs-recv-w	tgtAssertVsRecvW	-	ok	-	slices,indexing,channels,recover,defer,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `x[iv.(int)] = <-ch` (the receive STATEMENT form; witness len(ch) after recovery): RAISE = the assertion panics before the communication, the witness len(ch) = 1 (gc's member); DEFER = the receive happens, then the target operand panics at the store phase, len(ch) = 0. The statement receives before it evaluates its targets, so the probe is kept ahead of it (`eventBeforeResidual`). Main b77f3298 realized only `w 0`. members=2	width=2,sites=8,members=2
addr-assert-left-call	addrAssertLeftCall	-	panic	interface conversion: interface {} is string, not int	slices,indexing,calls,panic,evaluation_order,print,pointers,interfaces,type_assertions,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `sinkP(&a[iv.(int)], 0, wit(5))`: the address-of operand (its index an assertion) probed as a whole: RAISE = the conversion (gc), DEFER = `wit 5` then the conversion. Main realized only the latter. members=2	width=2,sites=8,members=2
compound-index-vs-len	compoundIndexVsLen	-	panic	index out of range [5] with length 1	slices,indexing,len,calls,panic,evaluation_order,print,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `x[9] += len(b[j]) + wit(5)`: the compound READ's own bounds check is phase-1 material of `x = x + y`: RAISE = `[9] with length 1`, DEFER = the len operand's `[5] with length 1` (gc — index checks are LATE). members=2	width=2,sites=8,members=2
array-base-target-vs-len	arrayBaseTargetVsLen	-	panic	index out of range [7] with length 1	arrays,indexing,len,calls,panic,evaluation_order,print,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `aa[i][0] = len(b[j]) + wit(5)` with aa a [1][1] array: the target's BASE `aa[i]` is a phase-1 operand (an `index-addr`, probed at emitAddressOf): RAISE = `[5] with length 1`, DEFER = the len operand's `[7] with length 1` (gc). members=2	width=2,sites=8,members=2
recover-assert-vs-call-w	recoverAssertVsCallW	-	ok	-	recover,defer,panic,calls,evaluation_order,print,interfaces,type_assertions,closures,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `r = recover().(int) + wit(5)` in a deferred func (R1'-4): `recover()` is a hoisted ordered event, its residual `$c.(int)` a pure probed operand: RAISE = the conversion before `wit 5` runs (gc: no output, the outer recover's witness 1), DEFER = `wit 5` then the conversion (the same witness after `wit 5`). Main b77f3298 realized only the latter. members=2	width=2,sites=8,members=2
map-lit-payload-vs-call	mapLitPayloadVsCall	-	panic	index out of range [5] with length 1	maps,slices,indexing,calls,panic,evaluation_order,print,literals	-	-	-
