# GoLean stdlib inittask table — GENERATED by scripts/gen-inittask-table.
# DO NOT EDIT BY HAND; regenerate when the Go toolchain pin moves.
#
# toolchain: go1.26.5 linux/amd64
# generated: 2026-08-18
# rows: 362 (293 with an inittask, 6 unknown, 1 escaped)
#
# gc schedules a PRUNED set of packages for initialization: a package
# gets a `..inittask` record only if it has residual init work or an
# inittask-bearing import (cmd/compile/internal/pkginit.MakeTask), and
# cmd/link/internal/ld.inittaskSym orders exactly those records. Rows
# are read straight out of the compiled archives with `go tool nm`: a
# defined `p..inittask` means p is a node; the undefined `q..inittask`
# references are p's R_INITORDER edges.
#
# Columns, tab-separated:
#   1  LINKER SYMBOL PREFIX — objabi.PathToPrefix of the import path,
#      which is the namespace the edges and the schedule's sort key
#      live in. Equal to the import path except where the path needs
#      escaping ('.' after the last '/', and other symbol-hostile
#      bytes); column 4 carries the unescaped path for those.
#   2  1 = has an inittask (a NODE of the schedule)
#      0 = pruned (not a node; gates nothing)
#      ? = unknown — no buildable archive; the frontend REFUSES an
#          import of it rather than guessing
#   3  comma-separated inittask-bearing direct imports (the edges), as
#      symbol prefixes; empty for a pruned package, which by
#      construction can have none
#   4  the import path, when it differs from column 1; otherwise empty
crypto/ecdsa	1	crypto,crypto/ecdh,crypto/elliptic,crypto/internal/boring,crypto/internal/boring/bbig,crypto/internal/fips140/ecdsa,crypto/internal/fips140/nistec,crypto/internal/fips140cache,crypto/internal/fips140hash,crypto/internal/fips140only,crypto/internal/rand,crypto/sha512,errors,io,math/big,math/rand/v2,vendor/golang.org/x/crypto/cryptobyte	
crypto/ed25519	1	crypto,crypto/internal/fips140/ed25519,crypto/internal/fips140cache,crypto/internal/fips140only,crypto/internal/rand,crypto/rand,errors,internal/godebug,io,strconv	
crypto/elliptic	1	crypto/internal/fips140/nistec,errors,io,math/big,sync	
crypto/fips140	1	crypto/internal/fips140,crypto/internal/fips140/check,internal/godebug	
crypto/hkdf	1	crypto/internal/fips140/hkdf,crypto/internal/fips140hash,crypto/internal/fips140only,errors,hash	
crypto/hmac	1	crypto/internal/boring,crypto/internal/fips140/hmac,crypto/internal/fips140hash,crypto/internal/fips140only,hash	
crypto/hpke	1	bytes,crypto,crypto/cipher,crypto/ecdh,crypto/fips140,crypto/hkdf,crypto/internal/fips140/aes,crypto/internal/fips140/aes/gcm,crypto/internal/fips140/drbg,crypto/internal/rand,crypto/mlkem,crypto/sha256,crypto/sha3,crypto/sha512,errors,fmt,hash,slices,vendor/golang.org/x/crypto/chacha20poly1305	
crypto/internal/boring	1	crypto,crypto/cipher,hash	
crypto/internal/boring/bbig	1	crypto/internal/boring,math/big	
crypto/internal/boring/bcache	0		
crypto/internal/boring/sig	0		
crypto/internal/constanttime	0		
crypto/internal/cryptotest	1	bytes,crypto/cipher,crypto/internal/boring,crypto/internal/fips140,crypto/internal/impl,encoding/json,fmt,hash,internal/testenv,internal/testhash,io,math/rand,os,os/exec,reflect,runtime,slices,strings,testing,time	
crypto/internal/entropy	1	crypto/internal/sysrand	
crypto/internal/entropy/v1%2e0%2e0	1	crypto/internal/fips140deps/time,errors	crypto/internal/entropy/v1.0.0
crypto/internal/fips140	1	crypto/internal/fips140deps/godebug,errors,runtime,strings	
crypto/internal/fips140/aes	1	bytes,crypto/internal/fips140,crypto/internal/fips140/check,crypto/internal/fips140deps/cpu,crypto/internal/fips140deps/godebug,crypto/internal/impl,errors,strconv	
crypto/internal/fips140/aes/gcm	1	crypto/internal/fips140,crypto/internal/fips140/aes,crypto/internal/fips140/check,crypto/internal/fips140/drbg,crypto/internal/fips140deps/cpu,crypto/internal/impl,errors,math	
crypto/internal/fips140/alias	0		
crypto/internal/fips140/bigmod	1	crypto/internal/fips140/check,crypto/internal/fips140deps/cpu,crypto/internal/impl,errors	
crypto/internal/fips140/check	1	crypto/internal/fips140,crypto/internal/fips140/hmac,crypto/internal/fips140/sha256,crypto/internal/fips140deps/godebug,io	
crypto/internal/fips140/check/checktest	1	crypto/internal/fips140/check,runtime	
crypto/internal/fips140/drbg	1	bytes,crypto/internal/entropy/v1%2e0%2e0,crypto/internal/fips140,crypto/internal/fips140/aes,crypto/internal/fips140/check,crypto/internal/sysrand,errors,io,sync	
crypto/internal/fips140/ecdh	1	bytes,crypto/internal/fips140,crypto/internal/fips140/check,crypto/internal/fips140/drbg,crypto/internal/fips140/nistec,errors,io,sync	
crypto/internal/fips140/ecdsa	1	bytes,crypto/internal/fips140,crypto/internal/fips140/bigmod,crypto/internal/fips140/check,crypto/internal/fips140/drbg,crypto/internal/fips140/hmac,crypto/internal/fips140/nistec,crypto/internal/fips140/sha512,errors,hash,io,sync	
crypto/internal/fips140/ed25519	1	bytes,crypto/internal/fips140,crypto/internal/fips140/check,crypto/internal/fips140/drbg,crypto/internal/fips140/edwards25519,crypto/internal/fips140/sha512,errors,strconv,sync	
crypto/internal/fips140/edwards25519	1	crypto/internal/fips140/check,crypto/internal/fips140/edwards25519/field,errors,sync	
crypto/internal/fips140/edwards25519/field	1	crypto/internal/fips140/check,errors	
crypto/internal/fips140/hkdf	1	bytes,crypto/internal/fips140,crypto/internal/fips140/check,crypto/internal/fips140/hmac,crypto/internal/fips140/sha256,errors,hash	
crypto/internal/fips140/hmac	1	bytes,crypto/internal/fips140,crypto/internal/fips140/sha256,crypto/internal/fips140/sha3,crypto/internal/fips140/sha512,errors,hash	
crypto/internal/fips140/mldsa	1	bytes,crypto/internal/fips140,crypto/internal/fips140/check,crypto/internal/fips140/drbg,crypto/internal/fips140/sha256,crypto/internal/fips140/sha3,errors,sync	
crypto/internal/fips140/mlkem	1	bytes,crypto/internal/fips140,crypto/internal/fips140/check,crypto/internal/fips140/drbg,crypto/internal/fips140/sha3,errors,sync	
crypto/internal/fips140/nistec	1	crypto/internal/fips140/check,crypto/internal/fips140/nistec/fiat,errors,runtime,sync	
crypto/internal/fips140/nistec/fiat	1	crypto/internal/fips140/check,errors	
crypto/internal/fips140/pbkdf2	1	bytes,crypto/internal/fips140,crypto/internal/fips140/check,crypto/internal/fips140/hmac,crypto/internal/fips140/sha256,errors,hash	
crypto/internal/fips140/rsa	1	bytes,crypto/internal/fips140,crypto/internal/fips140/bigmod,crypto/internal/fips140/check,crypto/internal/fips140/drbg,crypto/internal/fips140/sha256,crypto/internal/fips140/sha3,crypto/internal/fips140/sha512,errors,hash,io,sync	
crypto/internal/fips140/sha256	1	bytes,crypto/internal/fips140,crypto/internal/fips140deps/cpu,crypto/internal/impl,errors,hash	
crypto/internal/fips140/sha3	1	bytes,crypto/internal/fips140,crypto/internal/fips140deps/cpu,errors	
crypto/internal/fips140/sha512	1	bytes,crypto/internal/fips140,crypto/internal/fips140deps/cpu,crypto/internal/impl,errors,hash	
crypto/internal/fips140/ssh	1	crypto/internal/fips140/check,hash	
crypto/internal/fips140/subtle	0		
crypto/internal/fips140/tls12	1	bytes,crypto/internal/fips140,crypto/internal/fips140/check,crypto/internal/fips140/hmac,crypto/internal/fips140/sha256,crypto/internal/fips140/sha512,errors,hash	
crypto/internal/fips140/tls13	1	bytes,crypto/internal/fips140,crypto/internal/fips140/check,crypto/internal/fips140/hkdf,crypto/internal/fips140/sha256,errors,hash	
crypto/internal/fips140cache	1	runtime,sync,weak	
crypto/internal/fips140deps	0		
crypto/internal/fips140deps/byteorder	0		
crypto/internal/fips140deps/cpu	1		
crypto/internal/fips140deps/godebug	1	internal/godebug	
crypto/internal/fips140deps/time	1	time	
crypto/internal/fips140hash	1	crypto/internal/fips140/sha3,crypto/sha3,hash	
crypto/internal/fips140only	1	crypto/fips140,crypto/internal/fips140/drbg,crypto/internal/fips140/sha256,crypto/internal/fips140/sha3,crypto/internal/fips140/sha512,hash,io	
crypto/internal/fips140test	?		
crypto/internal/impl	1	strings	
crypto/internal/rand	1	crypto/internal/boring,crypto/internal/fips140/drbg,crypto/internal/randutil,internal/godebug,io	
crypto/internal/randutil	1	io,math/rand/v2	
crypto/internal/sysrand	1	errors,internal/syscall/unix,math,os,runtime,sync,syscall,time	
crypto/internal/sysrand/internal/seccomp	1	fmt,runtime/cgo,syscall	
crypto/md5	1	crypto,crypto/internal/fips140only,errors,hash	
crypto/mlkem	1	crypto,crypto/internal/fips140/mlkem	
crypto/mlkem/mlkemtest	1	crypto/internal/fips140/mlkem,crypto/internal/fips140only,crypto/mlkem,errors	
crypto/pbkdf2	1	crypto/internal/fips140/pbkdf2,crypto/internal/fips140hash,crypto/internal/fips140only,errors,hash	
crypto/rand	1	crypto/internal/boring,crypto/internal/fips140/drbg,crypto/internal/fips140only,crypto/internal/rand,errors,io,math/big	
crypto/rc4	1	crypto/internal/fips140only,errors,strconv	
crypto/rsa	1	crypto,crypto/internal/boring,crypto/internal/boring/bbig,crypto/internal/fips140/bigmod,crypto/internal/fips140/rsa,crypto/internal/fips140hash,crypto/internal/fips140only,crypto/internal/rand,crypto/rand,errors,fmt,hash,internal/godebug,io,math,math/big	
crypto/sha1	1	crypto,crypto/internal/boring,crypto/internal/fips140only,crypto/internal/impl,errors,hash	
crypto/sha256	1	crypto,crypto/internal/boring,crypto/internal/fips140/sha256,hash	
crypto/sha3	1	crypto,crypto/internal/fips140/sha3,hash	
crypto/sha512	1	crypto,crypto/internal/boring,crypto/internal/fips140/sha512,hash	
crypto/subtle	0		
crypto/tls	1	bytes,context,crypto,crypto/aes,crypto/cipher,crypto/des,crypto/ecdh,crypto/ecdsa,crypto/ed25519,crypto/elliptic,crypto/fips140,crypto/hkdf,crypto/hmac,crypto/hpke,crypto/internal/boring,crypto/internal/fips140/aes,crypto/internal/fips140/aes/gcm,crypto/internal/fips140/tls12,crypto/internal/fips140/tls13,crypto/md5,crypto/mlkem,crypto/rand,crypto/rc4,crypto/rsa,crypto/sha1,crypto/sha256,crypto/sha512,crypto/tls/internal/fips140tls,crypto/x509,encoding/pem,errors,fmt,hash,internal/godebug,io,net,os,runtime,slices,sort,strconv,strings,sync,time,vendor/golang.org/x/crypto/chacha20poly1305,vendor/golang.org/x/crypto/cryptobyte,weak	
crypto/tls/internal/fips140tls	1	crypto/fips140	
crypto/x509	1	bytes,crypto,crypto/aes,crypto/cipher,crypto/des,crypto/dsa,crypto/ecdh,crypto/ecdsa,crypto/ed25519,crypto/elliptic,crypto/md5,crypto/rsa,crypto/sha1,crypto/sha256,crypto/sha512,crypto/x509/pkix,encoding/asn1,encoding/hex,encoding/pem,errors,fmt,internal/godebug,io,io/fs,iter,maps,math,math/big,net,net/netip,net/url,os,path/filepath,runtime,slices,strconv,strings,sync,time,unicode,vendor/golang.org/x/crypto/cryptobyte	
crypto/x509/pkix	1	encoding/asn1,encoding/hex,fmt,math/big,time	
database/sql	1	bytes,context,database/sql/driver,errors,fmt,io,maps,math/rand/v2,reflect,runtime,slices,strconv,sync,time,unicode	
database/sql/driver	1	context,errors,fmt,reflect,strconv,time	
debug/buildinfo	1	bytes,debug/elf,debug/macho,debug/pe,debug/plan9obj,encoding/binary,errors,fmt,internal/saferio,internal/xcoff,io,io/fs,os,runtime/debug	
debug/dwarf	1	bytes,encoding/binary,errors,fmt,io,path,sort,strconv,strings	
debug/elf	1	bytes,compress/zlib,debug/dwarf,encoding/binary,errors,fmt,internal/saferio,internal/zstd,io,math,os,strconv,strings	
debug/gosym	1	bytes,encoding/binary,fmt,sort,strconv,strings,sync	
debug/macho	1	bytes,compress/zlib,debug/dwarf,encoding/binary,fmt,internal/saferio,io,os,strconv,strings	
debug/pe	1	bytes,compress/zlib,debug/dwarf,encoding/binary,errors,fmt,internal/saferio,io,os,strconv,strings	
debug/plan9obj	1	encoding/binary,errors,fmt,internal/saferio,io,os	
embed	1	errors,internal/bytealg,internal/stringslite,io,io/fs,time	
embed/internal/embedtest	?		
encoding	0		
encoding/ascii85	1	io,strconv	
encoding/asn1	1	bytes,errors,fmt,internal/saferio,math,math/big,reflect,slices,strconv,strings,time	
encoding/base32	1	io,slices,strconv	
encoding/base64	1	io,slices,strconv	
encoding/binary	1	errors,io,math,reflect,slices,sync	
encoding/csv	1	bufio,bytes,errors,fmt,io,strings,unicode	
encoding/gob	1	bufio,encoding/binary,errors,fmt,internal/saferio,io,maps,math,os,reflect,sync,unicode	
encoding/hex	1	errors,fmt,io,slices,strings	
encoding/json	1	bytes,encoding/base64,errors,fmt,io,math,reflect,slices,strconv,strings,sync,unicode	
encoding/pem	1	bytes,encoding/base64,errors,io,slices,strings	
encoding/xml	1	bufio,bytes,errors,fmt,io,reflect,runtime,strconv,strings,sync,unicode	
errors	1	internal/reflectlite	
expvar	1	encoding/json,internal/godebug,log,math,net/http,os,runtime,slices,strconv,sync	
flag	1	errors,fmt,io,os,reflect,runtime,slices,strconv,strings,time	
fmt	1	errors,internal/fmtsort,internal/stringslite,io,math,os,reflect,slices,strconv,sync	
go/ast	1	bytes,fmt,go/scanner,go/token,io,iter,os,reflect,slices,strconv,strings,unicode	
go/build	1	bufio,bytes,errors,fmt,go/ast,go/build/constraint,go/doc,go/parser,go/scanner,go/token,internal/buildcfg,internal/godebug,internal/goroot,internal/platform,internal/syslist,io,io/fs,os,os/exec,path,path/filepath,runtime,slices,strconv,strings,unicode	
go/build/constraint	1	errors,strconv,strings,unicode	
go/constant	1	fmt,go/token,math,math/big,strconv,strings,sync	
go/doc	1	fmt,go/ast,go/doc/comment,go/token,internal/lazyregexp,io,path,slices,strconv,strings,unicode	
go/doc/comment	1	bytes,fmt,slices,sort,strconv,strings,unicode	
go/format	1	bytes,fmt,go/ast,go/parser,go/printer,go/token,io,strings	
go/importer	1	go/build,go/internal/gccgoimporter,go/internal/gcimporter,go/internal/srcimporter,go/token,go/types,io,runtime	
go/internal/gccgoimporter	1	bufio,bytes,debug/elf,errors,fmt,go/constant,go/token,go/types,internal/xcoff,io,os,os/exec,path/filepath,strconv,strings,text/scanner	
go/internal/gcimporter	1	bufio,fmt,go/token,go/types,internal/exportdata,internal/godebug,internal/pkgbits,io,os,slices,strings,sync	
go/internal/scannerhooks	1	go/token	
go/internal/srcimporter	1	fmt,go/ast,go/build,go/parser,go/token,go/types,io,os,os/exec,path/filepath,strings,sync	
go/parser	1	bytes,errors,fmt,go/ast,go/build/constraint,go/internal/scannerhooks,go/scanner,go/token,io,io/fs,os,path/filepath,strings	
go/printer	1	fmt,go/ast,go/build/constraint,go/doc/comment,go/token,io,math,os,slices,strconv,strings,sync,text/tabwriter,unicode	
go/scanner	1	bytes,fmt,go/internal/scannerhooks,go/token,io,path/filepath,sort,strconv,unicode	
go/token	1	fmt,iter,slices,strconv,sync,unicode	
go/types	1	bytes,container/heap,errors,fmt,go/ast,go/constant,go/parser,go/token,go/version,internal/godebug,internal/types/errors,io,iter,math,os,path/filepath,runtime,slices,sort,strconv,strings,sync,unicode	
go/version	1	strings	
hash	1	io	
hash/adler32	1	errors,hash	
hash/crc32	1	errors,hash,sync	
hash/crc64	1	errors,hash,sync	
hash/fnv	1	errors,hash	
hash/maphash	1	hash	
html	1	strings,sync	
html/template	1	bytes,encoding/json,fmt,html,internal/godebug,io,io/fs,maps,os,path,path/filepath,reflect,regexp,slices,strconv,strings,sync,text/template,text/template/parse,unicode	
image	1	bufio,errors,io,strconv,sync	
image/color	0		
image/color/palette	0		
image/draw	1	image,image/internal/imageutil	
image/gif	1	bufio,bytes,compress/lzw,errors,fmt,image,image/draw,io	
image/internal/imageutil	1	image	
image/jpeg	1	bufio,errors,image,image/internal/imageutil,io	
image/png	1	bufio,compress/zlib,encoding/binary,fmt,hash,hash/crc32,image,io,strconv	
index/suffixarray	1	bytes,encoding/binary,errors,io,math,regexp,slices,sort	
internal/abi	0		
internal/asan	0		
internal/bisect	1	runtime,sync	
internal/buildcfg	1	fmt,os,path/filepath,reflect,runtime,strconv,strings	
internal/bytealg	1		
internal/byteorder	0		
internal/cfg	0		
internal/cgrouptest	1	fmt,internal/runtime/cgroup,os,path/filepath,slices,strconv,strings,syscall,testing	
internal/chacha8rand	0		
internal/copyright	?		
internal/coverage	0		
internal/coverage/calloc	0		
internal/coverage/cfile	1	encoding/json,fmt,hash/fnv,internal/coverage/cformat,internal/coverage/cmerge,internal/coverage/decodecounter,internal/coverage/decodemeta,internal/coverage/encodecounter,internal/coverage/encodemeta,internal/coverage/pods,io,os,path/filepath,runtime,strconv,strings,time	
internal/coverage/cformat	1	fmt,internal/coverage/cmerge,io,maps,slices,sort,strings,text/tabwriter	
internal/coverage/cmerge	1	fmt,math	
internal/coverage/decodecounter	1	encoding/binary,fmt,internal/coverage/slicereader,internal/coverage/stringtab,io,os,strconv	
internal/coverage/decodemeta	1	bufio,encoding/binary,fmt,hash/fnv,internal/coverage/slicereader,internal/coverage/stringtab,io,os	
internal/coverage/encodecounter	1	bufio,encoding/binary,fmt,internal/coverage/slicewriter,internal/coverage/stringtab,io,maps,os,slices	
internal/coverage/encodemeta	1	bufio,bytes,encoding/binary,fmt,hash,hash/fnv,internal/coverage/stringtab,io,os	
internal/coverage/pods	1	fmt,os,path/filepath,regexp,slices,strconv,strings	
internal/coverage/rtcov	0		
internal/coverage/slicereader	1	encoding/binary,fmt,io	
internal/coverage/slicewriter	1	fmt,io	
internal/coverage/stringtab	1	fmt,internal/coverage/slicereader,io	
internal/coverage/test	?		
internal/coverage/uleb128	0		
internal/cpu	0		
internal/dag	1	fmt,slices,strings	
internal/diff	1	bytes,fmt,sort,strings	
internal/exportdata	1	bufio,bytes,errors,fmt,go/build,internal/saferio,io,os,os/exec,path/filepath,strconv,strings,sync	
internal/filepathlite	1	errors,internal/bytealg,internal/stringslite,io/fs,slices	
internal/fmtsort	1	reflect,slices	
internal/fuzz	1	bytes,context,crypto/sha256,encoding/binary,encoding/json,errors,fmt,go/ast,go/parser,go/token,internal/godebug,io,math,os,os/exec,path/filepath,reflect,runtime,strconv,strings,sync,syscall,time	
internal/goarch	0		
internal/godebug	1	internal/bisect,sync	
internal/godebugs	0		
internal/goexperiment	0		
internal/goos	0		
internal/goroot	1	os,os/exec,path/filepath,strings,sync	
internal/gover	0		
internal/goversion	0		
internal/lazyregexp	1	os,regexp,strings,sync	
internal/lazytemplate	1	io,os,strings,sync,text/template	
internal/msan	0		
internal/nettrace	0		
internal/obscuretestdata	1	encoding/base64,io,os	
internal/oserror	1	errors	
internal/pkgbits	1	bytes,crypto/sha256,encoding/binary,errors,fmt,go/constant,go/token,io,math/big,os,runtime,strconv,strings	
internal/platform	1		
internal/poll	1	errors,internal/syscall/unix,io,runtime,sync,syscall,time	
internal/profile	1	bytes,compress/gzip,errors,fmt,io,regexp,slices,sort,strconv,strings,time	
internal/profilerecord	0		
internal/race	0		
internal/reflectlite	1	runtime	
internal/runtime/atomic	0		
internal/runtime/cgobench	1	runtime/cgo,syscall	
internal/runtime/cgroup	1	internal/bytealg	
internal/runtime/exithook	0		
internal/runtime/gc	0		
internal/runtime/gc/internal/gen	1	container/heap,encoding/binary,fmt,hash/maphash,io,log,os,reflect,strings,sync	
internal/runtime/gc/scan	1		
internal/runtime/maps	0		
internal/runtime/math	0		
internal/runtime/pprof/label	0		
internal/runtime/startlinetest	0		
internal/runtime/sys	0		
internal/runtime/syscall/linux	0		
internal/runtime/wasitest	?		
internal/saferio	1	io	
internal/singleflight	1	sync	
internal/strconv	0		
internal/stringslite	1	internal/bytealg	
internal/sync	0		
internal/synctest	0		
internal/syscall/execenv	1	syscall	
internal/syscall/unix	1	runtime,syscall	
internal/sysinfo	1	bufio,bytes,io,os,strings,sync	
internal/syslist	1		
internal/testenv	1	bytes,context,errors,flag,fmt,internal/platform,io/fs,os,os/exec,path/filepath,runtime,strconv,strings,sync,syscall,testing,time	
internal/testhash	1	bytes,hash,io,math/rand,testing,time	
internal/testlog	1	sync	
internal/testpty	1	errors,fmt,os,runtime/cgo,syscall	
internal/trace	1	bufio,bytes,container/heap,encoding/binary,errors,fmt,internal/trace/internal/tracev1,internal/trace/version,io,iter,math,regexp,slices,sort,strconv,strings,time	
internal/trace/internal/testgen	1	bytes,encoding/binary,fmt,internal/trace,internal/trace/raw,internal/trace/version,internal/txtar,os,regexp,strings,time	
internal/trace/internal/tracev1	1	bytes,encoding/binary,errors,fmt,internal/trace/version,io,math,slices,sort	
internal/trace/raw	1	bufio,encoding/binary,fmt,internal/trace/version,io,strconv,strings,unicode	
internal/trace/testtrace	1	bufio,bytes,errors,fmt,internal/testenv,internal/trace,internal/trace/raw,internal/trace/version,internal/txtar,io,os,regexp,runtime,slices,strconv,strings,testing	
internal/trace/tracev2	0		
internal/trace/traceviewer	1	bufio,embed,encoding/json,fmt,html/template,internal/profile,internal/trace,io,log,math,net/http,os,os/exec,path/filepath,runtime,strconv,strings,sync,time	
internal/trace/traceviewer/format	0		
internal/trace/version	1	fmt,io	
internal/txtar	1	bytes,fmt,os,strings	
internal/types/errors	1	strconv	
internal/unsafeheader	0		
internal/xcoff	1	debug/dwarf,encoding/binary,errors,fmt,internal/saferio,io,os,strconv,strings	
internal/zstd	1	encoding/binary,errors,fmt,io	
io	1	errors,sync	
io/fs	1	errors,internal/bytealg,internal/oserror,io,path,slices,time	
io/ioutil	1	io,io/fs,os,slices,strings	
iter	1	runtime	
log	1	fmt,io,os,runtime,sync,time	
log/internal	0		
log/slog	1	bytes,context,encoding/json,errors,fmt,io,log,log/slog/internal/buffer,math,reflect,runtime,slices,strconv,strings,sync,time,unicode	
log/slog/internal	0		
log/slog/internal/benchmarks	1	context,errors,fmt,io,log/slog,log/slog/internal/buffer,strconv,time	
log/slog/internal/buffer	1	sync	
log/syslog	1	errors,fmt,log,net,os,strings,sync,time	
maps	1	iter	
math	1		
math/big	1	bytes,errors,fmt,io,math,math/rand,slices,strconv,strings,sync	
math/big/internal/asmgen	1	bytes,fmt,slices,strings	
math/bits	0		
math/cmplx	1	math	
math/rand	1	internal/godebug,math,sync	
math/rand/v2	1	errors,math	
mime	1	bufio,bytes,encoding/base64,errors,fmt,io,maps,os,slices,strings,sync,unicode	
mime/multipart	1	bufio,bytes,crypto/rand,errors,fmt,internal/godebug,io,maps,math,mime,mime/quotedprintable,net/textproto,os,path/filepath,slices,strconv,strings	
mime/quotedprintable	1	bufio,bytes,fmt,io	
net	1	context,errors,internal/bytealg,internal/godebug,internal/poll,internal/singleflight,internal/stringslite,internal/syscall/unix,io,io/fs,net/netip,os,runtime,runtime/cgo,slices,sync,syscall,time,vendor/golang.org/x/net/dns/dnsmessage	
net/http	1	bufio,bytes,compress/flate,compress/gzip,context,crypto/rand,crypto/tls,encoding/base64,encoding/binary,errors,fmt,internal/godebug,io,io/fs,log,maps,math,math/rand,mime,mime/multipart,net,net/http/httptrace,net/http/internal,net/http/internal/ascii,net/http/internal/httpcommon,net/textproto,net/url,os,path,path/filepath,reflect,runtime,slices,sort,strconv,strings,sync,time,unicode,vendor/golang.org/x/net/http/httpguts,vendor/golang.org/x/net/http/httpproxy,vendor/golang.org/x/net/http2/hpack,vendor/golang.org/x/net/idna	
net/http/cgi	1	bufio,crypto/tls,errors,fmt,io,log,maps,net,net/http,net/textproto,net/url,os,os/exec,path,path/filepath,regexp,runtime,slices,strconv,strings,time,vendor/golang.org/x/net/http/httpguts	
net/http/cookiejar	1	errors,fmt,net,net/http,net/http/internal/ascii,net/netip,net/url,slices,strings,sync,time	
net/http/fcgi	1	bufio,bytes,context,encoding/binary,errors,fmt,io,net,net/http,net/http/cgi,os,strings,sync,time	
net/http/httptest	1	bufio,bytes,context,crypto/tls,crypto/x509,flag,fmt,io,log,net,net/http,net/http/internal/testcert,net/textproto,os,strconv,strings,sync,time,vendor/golang.org/x/net/http/httpguts	
net/http/httptrace	1	context,crypto/tls,net,net/textproto,reflect,time	
net/http/httputil	1	bufio,bytes,context,errors,fmt,internal/godebug,io,log,mime,net,net/http,net/http/httptrace,net/http/internal,net/http/internal/ascii,net/textproto,net/url,strings,sync,time,vendor/golang.org/x/net/http/httpguts	
net/http/internal	1	bufio,bytes,errors,fmt,io	
net/http/internal/ascii	1	strings,unicode	
net/http/internal/httpcommon	1	context,errors,fmt,net/http/httptrace,net/textproto,net/url,sort,strconv,strings,sync,vendor/golang.org/x/net/http/httpguts,vendor/golang.org/x/net/http2/hpack	
net/http/internal/testcert	1	strings	
net/http/pprof	1	bufio,bytes,context,fmt,html,internal/godebug,internal/profile,io,log,net/http,net/url,os,runtime,runtime/pprof,runtime/trace,slices,strconv,strings,time	
net/internal/cgotest	?		
net/internal/socktest	1	fmt,sync,syscall	
net/mail	1	bufio,errors,fmt,io,log,mime,net,net/textproto,strings,sync,time	
net/netip	1	errors,internal/bytealg,math,strconv,unique	
net/rpc	1	bufio,encoding/gob,errors,fmt,go/token,html/template,io,log,net,net/http,reflect,slices,strings,sync	
net/rpc/jsonrpc	1	encoding/json,errors,fmt,io,net,net/rpc,sync	
net/smtp	1	crypto/hmac,crypto/md5,crypto/tls,encoding/base64,errors,fmt,io,net,net/textproto,strings	
net/textproto	1	bufio,bytes,errors,fmt,io,math,net,strconv,strings,sync	
net/url	1	errors,fmt,internal/godebug,net/netip,path,slices,strconv,strings	
